Āfrika	Africa
Jaunkaledonija	New Caledonia
Niuiešu valoda	Niuean language
Norfolkiešu valoda	Norfuk dialect
Oriju valoda	Oriya language
Edmunds Hilarijs	Edmund Hillary
Nepāliešu valoda	Nepali language
Iedzīvotāju skaits	Population
Pidžins	Pidgin
Arhipelāgs	Archipelago
Nigēras-Kongo valodas	Niger–Congo languages
Neapoliešu valoda	Neapolitan language
Giro d'Italia	Giro d'Italia
Teodors Rūzvelts	Theodore Roosevelt
Tour de France	Tour de France
Paleoaziātu valodas	Paleosiberian languages
Uluru	Uluru
Svētais Pēteris	Saint Peter
Telaviva	Tel Aviv
Vuelta a España	Vuelta a España
Julians	Julian (emperor)
Čehoslovākija	Czechoslovakia
Ziemeļsāmu valoda	Northern Sami language
Milāna—Sanremo	Milan – San Remo
Nica	Nice
Sanremo	Sanremo
Osetīnu valoda	Ossetian language
Flandrijas tūre	Tour of Flanders
Lapas	Leaf
Sicīliešu valoda	Sicilian language
Sardu valoda	Sardinian language
Žils Verns	Jules Verne
Nevaru valoda	Newar language
Lejasprūsiskais dialekts	Low Prussian dialect
Valparaiso	Valparaíso
Parīze—Rubē	Paris–Roubaix
Sindu valoda	Sindhi language
Aktieris	Actor
Sundu valoda	Sundanese language
Samodiešu valodas	Samoyedic languages
Holivuda	Hollywood
Indijas rieksti	Cashew
Ljēža—Bastoņa—Ljēža	Liège–Bastogne–Liège
Haskell	Haskell (programming language)
Samoāņu valoda	Samoan language
Marlons Brando	Marlon Brando
Žoržs Serā	Georges Seurat
Seišelu kreolu valoda	Seychellois Creole
Niue	Niue
Ģeogrāfiskais platums	Latitude
Giro di Lombardia	Giro di Lombardia
Ūdenskritums	Waterfall
Ikars	Icarus
Skotijas futbola izlase	Scotland national football team
Bērdas sala	Bird Island, South Georgia
Semītu valodas	Semitic languages
Tagalogu valoda	Tagalog language
Kategorija:Programmēšanas valodas	Category:Programming languages
Ichaks Rabins	Yitzhak Rabin
Jūtu-acteku valodas	Uto-Aztecan languages
Natalija Dilla	Nathalia Dill
Džastins Bībers	Justin Bieber
Tjurku valodas	Turkic languages
Bronza	Bronze
Hosnī Mubāraks	Hosni Mubarak
Leoniešu valoda	Leonese dialect
Fārgo	Fargo, North Dakota
Oahaka	Oaxaca
Urāliešu valodas	Uralic languages
Tigrinja	Tigrinya language
Tetunu valoda	Tetum language
Funafuti	Funafuti
Taitiešu valoda	Tahitian language
Cilindrs	Cylinder (geometry)
Grandforksa	Grand Forks, North Dakota
Slash	Slash (musician)
Sviests	Butter
Teoloģija	Theology
Siu valodas	Siouan languages
Pablo Neruda	Pablo Neruda
Zevs	Zeus
Vahanu valoda	Wakhi language
Jāsirs Arafāts	Yasser Arafat
OpenBSD	OpenBSD
Mossad	Mossad
Oksforda	Oxford
Valoņu valoda	Walloon language
Niagāras ūdenskritums	Niagara Falls
Žestu valoda	Sign language
FreeBSD	FreeBSD
Linuss Torvaldss	Linus Torvalds
Portoprensa	Port-au-Prince
BSD	Berkeley Software Distribution
Krievijas Impērija	Russian Empire
Meņdzižeca Podlaska	Międzyrzec Podlaski
Tibetiešu valoda	Standard Tibetan
Evaņģēlijs	Gospel
Aleksandrs Greiems Bells	Alexander Graham Bell
Vudro Vilsons	Woodrow Wilson
Jakutu valoda	Sakha language
Jorubu valoda	Yoruba language
Doctor Who	Doctor Who
Dīzeļlokomotīve	Diesel locomotive
Astroloģija	Astrology
Tasmanija	Tasmania
Roterdama	Rotterdam
Krēta	Crete
Mūzikas instruments	Musical instrument
Gulbji	Swan
Vitnija Hjūstone	Whitney Houston
Ziepes	Soap
Ņūorleāna	New Orleans
Mošovce	Mošovce
Bēnazīra Bhuto	Benazir Bhutto
Logs uz sētu	Rear Window
Felipe II	Philip II of Spain
Šakira	Shakira
Filips II Augusts	Philip II of France
Sendjēdevoža	Saint-Dié-des-Vosges
Oksfordas Universitāte	University of Oxford
Skārleta Johansone	Scarlett Johansson
Ceļš	Road
Mahmūds Ahmadīnežāds	Mahmoud Ahmadinejad
Boriss Jeļcins	Boris Yeltsin
Gvineta Paltrova	Gwyneth Paltrow
Felipe III	Philip III of Spain
Kompaktdisks	Compact disc
Aleksandrs Solžeņicins	Aleksandr Solzhenitsyn
Hirohito	Hirohito
Helikopters	Helicopter
Al-Qaeda	Al-Qaeda
Motocikls	Motorcycle
Svētās Helēnas Sala	Saint Helena
Mehmeds II	Mehmed the Conqueror
Vanilla Ninja	Vanilla Ninja
Nīlzirgs	Hippopotamus
Video	Video
Egejas jūra	Aegean Sea
Ičiro Midzuki	Ichirou Mizuki
Dzemdības	Childbirth
Pirksts	Digit (anatomy)
Anastasija (mūziķe)	Anastacia
Eifrata	Euphrates
Džeimss Gārfīlds	James A. Garfield
Kioto	Kyoto
Senpjēra un Mikelona	Saint Pierre and Miquelon
Gistavs Kurbē	Gustave Courbet
Desmit baušļi	Ten Commandments
Sinagoga	Synagogue
Gotholds Efraims Lesings	Gotthold Ephraim Lessing
Jūgendstils	Art Nouveau
Lamanšs	English Channel
1980. gadi	1980s
Johannesburga	Johannesburg
Kristīgā baznīca	Christian Church
1990. gadi	1990s
Dž. K. Roulinga	J. K. Rowling
Gustavs Klimts	Gustav Klimt
Hirosima	Hiroshima
Albērs Kamī	Albert Camus
Persijas līcis	Persian Gulf
Smiltis	Sand
Rozes	Rose
Kingstona	Kingston, Jamaica
Īpašības vārds	Adjective
Leopards	Leopard
Norfolka	Norfolk (disambiguation)
Zalcburga	Salzburg
Degunradži	Rhinoceros
Sengrieķu mitoloģija	Greek mythology
Kompass	Compass
Deitona	Dayton, Ohio
Ģints (bioloģija)	Genus
Radjerds Kiplings	Rudyard Kipling
Sociālās zinātnes	Social science
Somālilenda	Somaliland
Pussala	Peninsula
Starptautisko tālsarunu kodu saraksts	List of country calling codes
Rentgenstari	X-ray
Frīdrihs Engelss	Friedrich Engels
Siņdzjana	Xinjiang
Albukerke	Albuquerque, New Mexico
Jaunais gads	New Year
Ketrina Bigelova	Kathryn Bigelow
Santodomingo	Santo Domingo
Tekiškjaka	Tequixquiac
Uliss Grānts	Ulysses S. Grant
Elizabete Teilore	Elizabeth Taylor
Oklahomasitija	Oklahoma City
Luksemburga (nozīmju atdalīšana)	Luxembourg (disambiguation)
Province	Province
Papaija	Papaya
Estere Daisone	Esther Dyson
Trīsdimensiju telpa	Three-dimensional space
Brisbena	Brisbane
Ēriks Hobsbaums	Eric Hobsbawm
Ptolemajs	Ptolemy
Vitamīni	Vitamin
Bendžamins Franklins	Benjamin Franklin
D. H. Lorenss	D. H. Lawrence
Aizeks Azimovs	Isaac Asimov
Tora	Torah
Azovas jūra	Sea of Azov
Biromu valoda	Berom language
1970. gadi	1970s
2000. gadi	2000s (decade)
Austrumu Pareizticīgā baznīca	Eastern Orthodox Church
Viljams Makinlijs	William McKinley
Karpu dzimta	Cyprinidae
Galviņkāposti	Cabbage
Agata Kristi	Agatha Christie
ASV prezidentu uzskaitījums	List of Presidents of the United States
Dienviddžordžija un Dienvidsendviču Salas	South Georgia and the South Sandwich Islands
Galvaspilsētu uzskaitījums	List of national capitals in alphabetical order
Paruna	Proverb
Noemi	Noemi (singer)
Tīmekļa vietne	Website
Katalauna	Catalão
Vilhelms Rentgens	Wilhelm Röntgen
Tomass Pinčons	Thomas Pynchon
Odiseja	Odyssey
Grovers Klīvlends	Grover Cleveland
Kuveita (pilsēta)	Kuwait City
Spogulis	Mirror
Džou dinastija	Zhou dynasty
Reflektors	Reflecting telescope
Ido	Ido (language)
Senpersu valoda	Old Persian
Sātans	Satan
Herberts Hūvers	Herbert Hoover
Etimoloģija	Etymology
Puma	Cougar
44. gads p.m.ē.	44 BC
Jehovas liecinieki	Jehovah's Witnesses
Metafizika	Metaphysics
Vorens Hārdings	Warren G. Harding
Ņikita Hruščovs	Nikita Khrushchev
Arābi	Arabs
Breds Pits	Brad Pitt
WWE	WWE
Titikakas ezers	Lake Titicaca
Ebliešu valoda	Eblaite language
Šumera	Sumer
Marmora jūra	Sea of Marmara
Kolombo	Colombo
Fonētika	Phonetics
Dzimta (bioloģija)	Family (biology)
Pjotrs Krasnovs	Pyotr Krasnov
Bislama	Bislama
Logs	Window
AT&T	AT&T
Medīna	Medina
Almati	Almaty
Sengrieķu valoda	Ancient Greek
Česters Arturs	Chester A. Arthur
Baznīcslāvu valoda	Old Church Slavonic
Afrodīte	Aphrodite
Senprūšu valoda	Old Prussian language
Sennorvēģu valoda	Old Norse
Ala	Cave
Alnis	Moose
Akadiešu valoda	Akkadian language
Baltais nams	White House
Viliču valoda	Huilliche language
Policija	Police
Pols Sezans	Paul Cézanne
Volisa un Futuna	Wallis and Futuna
Tatāri	Tatars
UEFA	UEFA
Hokaido	Hokkaido
Tigra	Tigris
Urāli	Ural Mountains
Jātvingu valoda	Sudovian language
Arturs Konans Doils	Arthur Conan Doyle
Spānijas futbola čempionāta Otrā divīzija	Segunda División
Ingvers	Ginger
Nobela miera prēmija	Nobel Peace Prize
Viljams Tāfts	William Howard Taft
ASV administratīvais iedalījums	U.S. state
Ledājs	Glacier
Pitkērna	Pitcairn Islands
Lada (auto)	Lada
Bendžamins Herisons	Benjamin Harrison
Raterfords Heiss	Rutherford B. Hayes
Jaguārs	Jaguar
Konrāds Blohs	Konrad Emil Bloch
1930. gadi	1930s
Dienvidaustrālija	South Australia
Gotu valoda	Gothic language
1960. gadi	1960s
1920. gadi	1920s
Parlaments	Parliament
Matērija	Matter
Eseja	Essay
Osaka	Osaka
Safari (pārlūkprogramma)	Safari (web browser)
Boisisitija	Boise, Idaho
Beida	Bayda, Libya
Kembridžas universitāte	University of Cambridge
Izpildvara	Executive (government)
Benedikts Spinoza	Baruch Spinoza
Klepus	Cough
Malka	Firewood
Zaratustra	Zoroaster
Brāļi Raiti	Wright brothers
Laplata (upe)	Río de la Plata
Miegs	Sleep
Hektārs	Hectare
Kristības	Baptism
Kuršu valoda	Curonian language
Inflācija	Inflation
Bronhiālā astma	Asthma
Laiva	Boat
Humors	Humour
Masas—enerģijas proporcionalitāte	Mass–energy equivalence
Gvaranu valoda	Guarani language
Arāla jūra	Aral Sea
Lamborghini	Lamborghini
Omārs Haijams	Omar Khayyám
Land Rover	Land Rover
Emmija Rosama	Emmy Rossum
Nu Virgos	Nu Virgos
Bambusi	Bamboo
Kongo	Congo
Ligier	Ligier
Sanpaulu "Corinthians Paulista"	Sport Club Corinthians Paulista
Interlingva	Interlingua
Ešlina Brūka	Ashlynn Brooke
Polinēzija	Polynesia
Ledus laikmets 4: Kontinentu dreifs	Ice Age: Continental Drift
Bosfors	Bosphorus
Ķelti	Celts
Aleksisa Teksasa	Alexis Texas
Matra (uzņēmums)	Matra
Estētika	Aesthetics
Mazda	Mazda
Izmira	İzmir
Kokosu (Kīlinga) Salas	Cocos (Keeling) Islands
Mercedes-Benz	Mercedes-Benz
Ho Ši Mins	Ho Chi Minh
Kelvins Kūlidžs	Calvin Coolidge
Mitsubishi Motors	Mitsubishi Motors
Ļvova	Lviv
Vītoli	Willow
Kvīnslenda	Queensland
Mineapolisa	Minneapolis
Koala	Koala
Čārlzs Bronsons	Charles Bronson
Muhameds Ali	Muhammad Ali
Kalimantāna	Borneo
Gibraltāra šaurums	Strait of Gibraltar
Augsne	Soil
Dūmakainais leopards	Clouded leopard
Vīģeskoks	Common fig
Bejonse Noulza	Beyoncé
Koptu valoda	Coptic language
Austrumkazahstānas apgabals	East Kazakhstan Region
Lebrons Džeimss	LeBron James
Kopa	Set (mathematics)
Bridžtauna	Bridgetown
Karloss II	Charles II of Spain
Thaņhoa	Thanh Hóa
Rakstnieks	Writer
Brems Stokers	Bram Stoker
Folklora	Folklore
Ladino	Judaeo-Spanish
Siligo	Siligo
2011. gada Japānas zemestrīce	2011 Tōhoku earthquake and tsunami
Latgaliešu valoda	Latgalian language
Puertomonta	Puerto Montt
Marks Cukerbergs	Mark Zuckerberg
Vietniekvārds	Pronoun
Vāclavs Havels	Václav Havel
Karloss III	Charles III of Spain
Malajālama	Malayalam
Patskanis	Vowel
Garums	Length
Vienības vektors	Unit vector
Apija	Apia
Sentdžonsa (Antigva un Barbuda)	St. John's, Antigua and Barbuda
Brižita Bardo	Brigitte Bardot
Biogrāfija	Biography
Māršaliešu valoda	Marshallese language
Rozo	Roseau
Zīda ceļš	Silk Road
1950. gadi	1950s
Anna Hetaveja	Anne Hathaway
Taless	Thales
Kalgari	Calgary
Džeina Ostina	Jane Austen
Džordano Bruno	Giordano Bruno
Igvasu ūdenskritums	Iguazu Falls
Brūnais lācis	Brown bear
Sapnis	Dream
Hammurapi	Hammurabi
Kurdu valoda	Kurdish languages
Fribūra	Fribourg
Jezuīti	Society of Jesus
Mesapiešu valoda	Messapian language
Lotārs Mateuss	Lothar Matthäus
Tekvondo	Taekwondo
Moldāvu valoda	Moldovan language
Žurkas	Rat
Pusnakts	Midnight
Aberdīna	Aberdeen
Neolīts	Neolithic
Portu	Porto
Politoloģija	Political science
Katrīna II Lielā	Catherine the Great
Maoru valoda	Māori language
Hanibāls Barka	Hannibal
Milti	Flour
Ģeogrāfiskais garums	Longitude
Karalis Lauva	The Lion King
Saiklis	Conjunction (grammar)
Guljelmo Markoni	Guglielmo Marconi
Sēļu valoda	Selonian language
Jons	Ion
Sjēnas "Montepaschi"	Mens Sana 1871 Basket
Tūkstošgade	Millennium
Jaungrieķu valoda	Modern Greek
Frānsiss Dreiks	Francis Drake
Autoritatīvā vadība	Authority control
Portmorsbi	Port Moresby
Ķīmiska reakcija	Chemical reaction
.ru	.ru
.ad	.ad
Pitkērniešu valoda	Pitkern language
Āfrikas savannas zilonis	African bush elephant
1940. gadi	1940s
1900. gadi	1900s (decade)
1910. gadi	1910s
Vladimirs Nabokovs	Vladimir Nabokov
Hāga	The Hague
Kārta	Order (biology)
Gorillas	Gorilla
Radzivila hronika	Radziwiłł Chronicle
Tiho Brahe	Tycho Brahe
Prostitūcija	Prostitution
Benče	Bến Tre
Binārā nomenklatūra	Binomial nomenclature
Korka	Cork (city)
Tēlotāja māksla	Visual arts
Henriks Ibsens	Henrik Ibsen
Vasaras laiks	Daylight saving time
Rietumkrasts	West Bank
Viktorija (Austrālija)	Victoria (Australia)
Džuani	Zhuang people
Dienvidslāvija	Yugoslavia
Mamuti	Mammoth
Atila	Attila
Pāli valoda	Pali
Osmaņu turku valoda	Ottoman Turkish language
Valsts (bioloģija)	Kingdom (biology)
Novial	Novial
Auna Sana Su Či	Aung San Suu Kyi
Kuka salu māori valoda	Cook Islands Māori
Rapanujiešu valoda	Rapa Nui language
Amerikas pamatiedzīvotāji	Indigenous peoples of the Americas
Alus pučs	Beer Hall Putsch
Sīnāja pussala	Sinai Peninsula
Kristāla nakts	Kristallnacht
Jāņa evaņģēlijs	Gospel of John
Roberts Patinsons	Robert Pattinson
Tīmekļa lappuse	Web page
Taivāniešu dialekts	Taiwanese Hokkien
Francijas reģioni	Regions of France
Isindebele	Southern Ndebele language
Durvis	Door
Emīlija Benjamiņa	Emīlija Benjamiņa
Eazy-E	Eazy-E
Arankona	Arancón
Četrstūris	Quadrilateral
Princis Viljams, Kembridžas hercogs	Prince William, Duke of Cambridge
HK Lida	HK Lida
Tokelau	Tokelau
1991. gada Eiropas čempionāts basketbolā	EuroBasket 1991
Komponists	Composer
UCI Continental Circuits	UCI Continental Circuits
Žlobinas "Metallurg"	Metallurg Zhlobin
Tēmu Laine	Teemu Laine
Aleksandrs Kerčs	Aleksandrs Kerčs
Rianna	Rihanna
EHC Biel	EHC Biel
1989. gada Eiropas čempionāts basketbolā	EuroBasket 1989
1987. gada Eiropas čempionāts basketbolā	EuroBasket 1987
2007. gada Pasaules čempionāts šosejas riteņbraukšanā	2007 UCI Road World Championships
Cūku gripa	Swine influenza
Nags	Nail (anatomy)
Dzimtā valoda	First language
HK Brest	HK Brest
Džofrijs Lupuls	Joffrey Lupul
HK Vitebsk	HK Vitebsk
Mogiļevas "Khimvolokno"	HK Mogilev
Grodņas "Neman"	HK Neman Grodno
Novopolockas "Khimik-SKA"	Khimik-SKA Novopolotsk
Soļigorskas "Šahtjor" (hokejs)	HC Shakhtyor Soligorsk
Alpīnisms	Mountaineering
SC Bern	SC Bern
HC Davos	HC Davos
Deniss Zeidenbergs	Dennis Seidenberg
Klotenes "Flyers"	Kloten Flyers
HC Ambrì-Piotta	HC Ambrì-Piotta
Ozons	Ozone
Zalcburgas "Red Bull" (hokejs)	EC Red Bull Salzburg
Cukurniedres	Sugarcane
Salvadora (pilsēta)	Salvador, Bahia
Roberts De Niro	Robert De Niro
Lepra	Leprosy
Medniecība	Hunting
Ante Paveličs	Ante Pavelić
Langnavas "Tigers"	SCL Tigers
2008. gada Pasaules čempionāts šosejas riteņbraukšanā	2008 UCI Road World Championships
Džekijs Čans	Jackie Chan
12 (skaitlis)	12 (number)
Minskas "Yunost"	Yunost Minsk
1993. gada Eiropas čempionāts basketbolā	EuroBasket 1993
Volapiks	Volapük
Pardubice	Pardubice
Toširo Mifune	Toshiro Mifune
Rauma	Rauma, Finland
Seja	Face
Serbija un Melnkalne	Serbia and Montenegro
Tomass Manns	Thomas Mann
Vispasaules Tīmekļa konsorcijs	World Wide Web Consortium
Reklāma	Advertising
Bafina jūra	Baffin Bay
Talahasī	Tallahassee, Florida
Iezīmēšanas valoda	Markup language
Neatkarība	Independence
Taimira	Taymyr Peninsula
Žuze Saramagu	José Saramago
Aleksandrs Flemings	Alexander Fleming
Bismarka	Bismarck, North Dakota
Romantisms	Romanticism
Popmūzika	Pop music
Nagla	Nail (fastener)
Toms Krūzs	Tom Cruise
Olīvkoks	Olive
Zālamans	Solomon
Trīsvienība	Trinity
Yahoo!	Yahoo!
30. februāris	February 30
Oklenda	Auckland
Florence Naitingeila	Florence Nightingale
Taisne	Line (geometry)
Faraons	Pharaoh
AK-47	AK-47
Atēna	Athena
Metāns	Methane
Mariupole	Mariupol
Frīdrihs Vilhelms III Hohencollerns	Frederick William III of Prussia
11 (skaitlis)	11 (number)
Kontralts	Contralto
13 (skaitlis)	13 (number)
Lielais astotnieks	G8
Atoma kodols	Atomic nucleus
Lana Del Rey	Lana Del Rey
Suņdzi	Sun Tzu
Avokado	Avocado
IBM	IBM
Starbucks	Starbucks
Deivids Hjūms	David Hume
.fi	.fi
Vilnis	Wave
Džonijs Deps	Johnny Depp
Indoeiropiešu pirmvaloda	Proto-Indo-European language
Luizs Inasiu Lula da Silva	Luiz Inácio Lula da Silva
Eritrocīti	Red blood cell
Roberts Kohs	Robert Koch
Heopsa piramīda	Great Pyramid of Giza
Medusbišu apakšdzimta	Apinae
Sinda	Sindh
Lemurveidīgie	Lemuriformes
Diametrs	Diameter
Skolotājs	Teacher
Centrālā izlūkošanas pārvalde	Central Intelligence Agency
.ae	.ae
.am	.am
.de	.de
Rakstīšana	Writing
.fr	.fr
Jānis Pāvils I	Pope John Paul I
2006. gada FIFA Pasaules kauss	2006 FIFA World Cup
Rāmājana	Ramayana
Svētais Gars	Holy Spirit
Internet Movie Database	Internet Movie Database
Klīvlenda	Cleveland
Semjuels Bekets	Samuel Beckett
Ļubļina	Lublin
Apollons	Apollo
Dalailama	Dalai Lama
Džons Maikls Talbots	John Michael Talbot
Akrotiri un Dekelija	Akrotiri and Dhekelia
Klauss Ebners	Klaus Ebner
Arara	Arara, Paraíba
Zemesrieksts	Peanut
Frānsiss Bēkons	Francis Bacon
Melanēzija	Melanesia
Nepjido	Naypyidaw
.af	.af
100 (skaitlis)	100 (number)
.au	.au
Ceļa locītava	Knee
ISO 4217	ISO 4217
Sintakse	Syntax
Pasta indekss	Postal code
Aprikozes	Prunus armeniaca
Nikola Kidmena	Nicole Kidman
Pjērs Kirī	Pierre Curie
ANO Drošības padome	United Nations Security Council
Migla	Fog
Eposs	Epic poetry
Jonijas jūra	Ionian Sea
Brilles	Glasses
Sērkociņš	Match
Klase (bioloģija)	Class (biology)
Glikoze	Glucose
.cz	.cz
.ag	.ag
Astrofizika	Astrophysics
Daudzstūris	Polygon
Donatello	Donatello
Džeksons Poloks	Jackson Pollock
Žans Kalvins	John Calvin
Valentīna diena	Valentine's Day
Viljams I Iekarotājs	William the Conqueror
Krusa	Hail
Dāvids Ben Gurions	David Ben-Gurion
Lučāno Pavaroti	Luciano Pavarotti
Tomass Hobss	Thomas Hobbes
Mila Kūnisa	Mila Kunis
Apriņķojuma periods	Orbital period
Līča karš	Gulf War
Somma	River Somme
Tirgus	Market (economics)
Dienvidķīnas jūra	South China Sea
Kampora Sandžovanni	Campora San Giovanni
Zīds	Silk
Hameleoni	Chameleon
Pols Gogēns	Paul Gauguin
Blumfonteina	Bloemfontein
Haiku	Haiku
.at	.at
Basets	Basset Hound
Armija	Army
Osmāns Ibn Afāns	Uthman
Demogrāfija	Demography
Ziemeļkaukāzs	North Caucasus
Feodālisms	Feudalism
Hromosoma	Chromosome
Sakausējums	Alloy
Tomass Stērnss Eliots	T. S. Eliot
Bezansona	Besançon
Šarlotes tīkls (1973)	Charlotte's Web (1973 film)
Sinttreidena	Sint-Truiden
Belci	Bălți
Vila	Port Vila
Ekosistēma	Ecosystem
Oklendas ģimnāzija	Auckland Grammar School
Ledusskapis	Refrigerator
Milvoki	Milwaukee
Altajiešu valodas	Altaic languages
Baroks	Baroque
Azavaks	Azawakh
.us	.us
Krievu kurts	Borzoi
Aļģes	Algae
Natālija Portmane	Natalie Portman
.es	.es
Ķīnas cekulainais suns	Chinese Crested Dog
.gr	.gr
Jūras šaurums	Strait
.pl	.pl
.uk	.uk
Spāņu kurts	Galgo Español
Nobela prēmija literatūrā	Nobel Prize in Literature
Dirhaunds	Scottish Deerhound
Pastmarka	Postage stamp
Batāte	Sweet potato
Masiela Lūša	Masiela Lusha
Saporo	Sapporo
Dzeltenā jūra	Yellow Sea
Gregors Mendelis	Gregor Mendel
Akihito	Akihito
Karintija	Carinthia (state)
Jangona	Yangon
Hēra	Hera
Sentluisa	St. Louis
Līdzskanis	Consonant
Herta Millere	Herta Müller
Gallija	Gaul
Amerikāņu kokerspaniels	American Cocker Spaniel
Eksistenciālisms	Existentialism
McDonald's	McDonald's
Lūiss Kerols	Lewis Carroll
Paraiba	Paraíba
Galapagu salas	Galápagos Islands
Nobela prēmija fizikā	Nobel Prize in Physics
Daiļslidošana	Figure skating
Leonardo Di Kaprio	Leonardo DiCaprio
Denjels Redklifs	Daniel Radcliffe
Tautu Savienība	League of Nations
Marselu	Marcelo Vieira
Samuraji	Samurai
Deguna kauls	Nasal bone
Artūrs Šopenhauers	Arthur Schopenhauer
Helēna Kellere	Helen Keller
Džordžs Lūkass	George Lucas
Nagasaki	Nagasaki
Frankfurtes "Eintracht"	Eintracht Frankfurt
Enya	Enya
Britu salas	British Isles
Jokohama	Yokohama
.al	.al
.ar	.ar
Ēriks Pētersons	Ēriks Pētersons
Alberts Šeibelis	Alberts Šeibelis
Morfoloģija (valodniecība)	Morphology (linguistics)
Marians Pahars	Marians Pahars
Aleksandrs Dimā (tēvs)	Alexandre Dumas
Tips (zooloģija)	Phylum
Henrijs VIII Tjudors	Henry VIII of England
Anžē	Angers
Viljams Folkners	William Faulkner
Autisms	Autism
.az	.az
Ņūtona likumi	Newton's laws of motion
Kolumbija (Dienvidkarolīna)	Columbia, South Carolina
Romāno Prodi	Romano Prodi
Ksena: Karotāju Princese	Xena: Warrior Princess
Levrete	Italian Greyhound
