Aphrika	Africa
Isanka	Basket
Arauco pruwinsya	Arauco Province
Yaracuy suyu	Yaracuy
Biyubiyu pruwinsya	Bío Bío Province
Delta Amacuro suyu	Delta Amacuro
Kachapuwal pruwinsya	Cachapoal
Amarumayu suyu	Amazonas Region
Cardenal Caro pruwinsya	Cardenal Caro
Chinkirma	Electric eel
Chañaral pruwinsya	Chañaral Province
Kulchawa pruwinsya	Colchagua
Francisco de Quevedo	Francisco de Quevedo
Flórián Albert	Flórián Albert
AEK FC	AEK Athens F.C.
Leymebamba distritu	Leimebamba District
Kichka	Thorns, spines, and prickles
Puma sunkaru	Pseudoplatystoma fasciatum
Rüştü Reçber	Rüştü Reçber
Uchu	Capsicum
Olusẹgun Ọbasanjọ	Olusegun Obasanjo
Kunkalla	Phone (phonetics)
Truhillu suyu	Trujillo (state)
Falcón suyu	Falcón
Guárico suyu	Guárico
Puquna	Soil fertility
Juditpa qillqasqan	Book of Judith
Yachaymanta qillqasqa	Book of Wisdom
Landon Donovan	Landon Donovan
Bill Haley	Bill Haley
Achi Tayta kimsa ñiqin piti	The Godfather Part III
23 ñiqin pachakwata kñ	23rd century BC
22 ñiqin pachakwata kñ	22nd century BC
Qispichiqkuna Kangurusuyupi	The Rescuers Down Under
Runa suti	Given name
Pukaq'illu	Blond
Emre Belözoğlu	Emre Belözoğlu
Lansana Conté	Lansana Conté
Sit'ikira	Auchenorrhyncha
Zilda Arns	Zilda Arns
Kuchipillan	Giant anteater
Tripanosomiasis africana	African trypanosomiasis
Yunta	Yoke
Baja	Baja, Hungary
Poole	Poole
Phu Quoc antanka pampa	Phu Quoc Airport
Saint John (New Brunswick)	Saint John, New Brunswick
Pedro de Valdivia	Pedro de Valdivia
Mati upyana	Mate (beverage)
Sunku-sunku	Titi
Luton	Luton
Southend-on-Sea	Southend-on-Sea
Akay	Defecation
Carlos Valderrama	Carlos Valderrama
Laqha	Darkness
Cuernavaca	Cuernavaca
San Luis Potosí	San Luis Potosí, San Luis Potosí
Zinho	Zinho
Sulis	Peruvian nuevo sol
Rumipi Khillaychuki (kuyuchisqa siq'isqa)	The Sword in the Stone (film)
Waqracha	Antenna (biology)
Bebeto	Bebeto
Hunt'a tullu challwa	Teleostei
Nueva Esparta suyu	Nueva Esparta
Aragun qhapaq suyu	Crown of Aragon
Qusqu suyu	Cusco Region
Ariqipa suyu	Arequipa Region
Kashamarka suyu	Cajamarca Region
Anqash suyu	Ancash Region
Punu suyu	Puno Region
Ayakuchu suyu	Ayacucho Region
Kashamarka	Cajamarca
Qispi Kay suyu	La Libertad Region
Puhuyu	Amazon river dolphin
Cojedes suyu	Cojedes (state)
Q'illu wakamayu	Blue-and-yellow macaw
21 ñiqin pachakwata kñ	21st century BC
Fernando Hierro	Fernando Hierro
Eleftherios Venizelos	Eleftherios Venizelos
Kawllay	Feeling
Monagas suyu	Monagas
Portuguesa suyu	Portuguesa, Venezuela
Lara suyu (Winisuyla)	Lara, Venezuela
Sucre suyu (Winisuyla)	Sucre, Venezuela
Vargas suyu	Vargas (state)
Hayk'a ñiqin p'unchaw	Calendar date
Tirika	Oncilla
Phaway	Flight
190 watakuna	190s
190 watakuna kñ	190s BC
26 ñiqin pachakwata kñ	26th century BC
Pukyumanta willay	Quotation
Nøtterøy	Nøtterøy
Adolfo Pérez	Adolfo Pérez Esquivel
Pillan	Myrmecophagidae
Ajka	Ajka
Qispichiy yaya yachay	Liberation theology
Neagh qucha	Lough Neagh
Cheltenham	Cheltenham
Laqa	Slate
Zizinho	Zizinho
Þjórsá	Þjórsá
Lisboa distritu	Lisbon District
Sveinn Björnsson	Sveinn Björnsson
Kurumama	Imago
Tokushima	Tokushima, Tokushima
Yana amaru	Eunectes murinus
Club Social y Deportivo Colo-Colo	Colo-Colo
Zsa Zsa Gabor	Zsa Zsa Gabor
Mosonmagyaróvár	Mosonmagyaróvár
Elano	Elano
Vác	Vác
Così fan tutte	Così fan tutte
Taqna suyu	Tacna Region
Bartolomé de Las Casas	Bartolomé de las Casas
Tunkurawa	Tungurahua
Ukayali suyu	Ucayali Region
Alejandro Toledo	Alejandro Toledo
Tuxtla Gutiérrez	Tuxtla Gutiérrez
Chandrika Kumaratunga	Chandrika Kumaratunga
Cuauhtémoc Blanco	Cuauhtémoc Blanco
Kjell Magne Bondevik	Kjell Magne Bondevik
Diego de Almagro	Diego de Almagro
Poyang qucha	Poyang Lake
Mohammad Najibullah	Mohammad Najibullah
Qachu-qachu	Lawn
K'anchaq Ñan	Shining Path
Chilpancingo de los Bravo	Chilpancingo
Panpa suyu	Shape
Tepic	Tepic
Sunin suyu	Junín Region
Jonás Gutiérrez	Jonás Gutiérrez
Xabi Alonso	Xabi Alonso
Chakra kamay allinchay	Land reform
Muqiwa suyu	Moquegua Region
Piwra suyu	Piura Region
Apurimaq suyu	Apurímac Region
Ika suyu	Ica Region
Muchi	Moche culture
Salsa taki	Salsa music
Eastbourne	Eastbourne
Khalid bin Abdul-Aziz	Khalid of Saudi Arabia
Hatun Chaku	Gran Chaco
28 ñiqin pachakwata kñ	28th century BC
Milla	Disgust
Tansu Çiller	Tansu Çiller
27 ñiqin pachakwata kñ	27th century BC
Pau Casals	Pablo Casals
Sardina	European pilchard
Tarzan (kuyuchisqa siq'isqa)	Tarzan (1999 film)
Chipika	Cynodon dactylon
Saint-Omer	Saint-Omer
Santa Marta (Kulumbya)	Santa Marta
Toluca de Lerdo	Toluca
José de Espronceda	José de Espronceda
Pitu	Western concert flute
Willkamayu	Urubamba River
Wamanripa	Senecio
Tumpis suyu	Tumbes Region
Wallqanqacha usa	Scale insect
Qun Tiksi Wiraqucha	Viracocha
Thorbjørn Jagland	Thorbjørn Jagland
Francisco de Zurbarán	Francisco de Zurbarán
Jean-Bertrand Aristide	Jean-Bertrand Aristide
Makabayop iskay ñiqin qillqasqan	2 Maccabees
Khasay	Burping
Arinki	Clupea
Gyöngyös	Gyöngyös
Gödöllő	Gödöllő
Lampalliqi suyu	Lambayeque Region
Milton Obote	Milton Obote
Enzo Francescoli	Enzo Francescoli
Jairzinho	Jairzinho
Ampatu llaqta	Ambato, Ecuador
Usqhullu	Colocolo
Aveiro distritu	Aveiro District
Villahermosa	Villahermosa
Amaru suyu	Madre de Dios Region
Pedro de Alvarado	Pedro de Alvarado
Piruwpi pacha kuyuy (2007)	2007 Peru earthquake
Pasqu suyu	Pasco Region
Piruw Harushakay	Viceroyalty of Peru
Emmeline Pankhurst	Emmeline Pankhurst
30 ñiqin pachakwata kñ	30th century BC
RBD	RBD
Millp'uy	Swallowing
Baruqpa qillqasqan	Book of Baruch
Culiacán	Culiacán
200 watakuna	200s (decade)
San Martin suyu	San Martín Region
Lima suyu	Lima Region
David Robinson	David Robinson (basketball)
Napu marka	Napo Province
Mývatn	Mývatn
Roger Ebert	Roger Ebert
Sonsonate suyu	Sonsonate Department
Valdiviapi pacha kuyuy (1960)	1960 Valdivia earthquake
Joseph Estrada	Joseph Estrada
Brian Laudrup	Brian Laudrup
20 watakuna kñ	20s BC
Usqullu	Andean mountain cat
Tabla	Tabla
New Age	New-age music
Mana Iñinakuna	The Incredibles
Mayu khuchi	Hippopotamidae
Suchuq waranqaysu	Ranunculus repens
Yana suwaq'ara	Black vulture
Jach'a Waracha	Jach'a Waracha
Machu Such'i Qhuchi	Machu Such'i Qhuchi
Apasanka	Tarantula
Waranway yura rikch'aq ayllu	Bignoniaceae
Mirana yawri	Gonad
210 watakuna kñ	210s BC
210 watakuna	210s
Maria Reiche	Maria Reiche
Augusto César Sandino	Augusto César Sandino
Waskar	Huáscar
Aymuray	Harvest
Robert FitzRoy	Robert FitzRoy
Pachakutiq Inka Yupanki	Pachacuti
Puchka	Spindle (textiles)
Bearn	Béarn
Päijänne	Lake Päijänne
Tayta Inti	Inti
Sinta ruqyay yuyana	Tape recorder
Putumayu	Putumayo River
Tayu	Oilbird
Parispi Qullananchikpa Qhupuyuqnin (kuyuchisqa siq'isqa)	The Hunchback of Notre Dame (1996 film)
Dudley	Dudley
Gordon Banks	Gordon Banks
Sinru qillqa:Pulitika rakiy (Buliwya)	Administrative divisions of Bolivia
Wakamayu	Ara (genus)
Kaarlo Juho Ståhlberg	Kaarlo Juho Ståhlberg
Truhillu	Trujillo, Peru
La Paz (Baja California Sur)	La Paz, Baja California Sur
Adolfo Suárez	Adolfo Suárez
Tutuma	Crescentia cujete
Puñuy wayaqa	Sleeping bag
Qunta	Magnesium oxide
220 watakuna	220s
220 watakuna kñ	220s BC
Pastasa marka	Pastaza Province
Kachina	Iron(II) sulfate
Leticia	Leticia, Amazonas
Yuyayyaku	Llullaillaco
Apurimaq mayu	Apurímac River
Gyula	Gyula, Hungary
Kazincbarcika	Kazincbarcika
Páp'a	Pápa
Cegléd	Cegléd
CA Independiente	Club Atlético Independiente
Machala	Machala
Camagüey pruwinsya	Camagüey Province
Wanuku suyu	Huánuco Region
Awankay	Abancay
Fidel Ramos	Fidel V. Ramos
Ukumari Wawqi	Brother Bear
Hiki p'anqa yura	Lycopodiophyta
Pakasu	Green iguana
T'inki k'allampa	Zygomycota
Illawi	Boa constrictor
Huckleberry Finn	Adventures of Huckleberry Finn
Phusuqu	Foam
Aladdin (kuyuchisqa siq'isqa)	Aladdin (1992 Disney film)
Qhatuq	Merchant
Kichkarusachamanta (kuyuchisqa siq'isqa)	Sleeping Beauty (1959 film)
Sadi Carnot	Marie François Sadi Carnot
Harrogate	Harrogate
230 watakuna	230s
Yuraqchupa luwichu	White-tailed deer
Dunga	Dunga
Max Uhle	Max Uhle
Augusto Weberbauer	Augusto Weberbauer
Stanley Matthews	Stanley Matthews
Añayllup Kawsaynin	A Bug's Life
Mercedes Sosa	Mercedes Sosa
Alejo Carpentier	Alejo Carpentier
Paul Anka	Paul Anka
Uras	24-hour clock
Francisco Madero	Francisco I. Madero
Cúcuta	Cúcuta
T'ikrasqa yupay	Multiplicative inverse
Tuqti yura rikch'aq ayllu	Juglandaceae
240 watakuna	240s
Quyllurchawwan qallarisqa wakllanwata	Leap year starting on Wednesday
Illapachawwan qallarisqa wakllanwata	Leap year starting on Thursday
240 watakuna kñ	240s BC
Killachawwan qallarisqa wakllanwata	Leap year starting on Monday
K'uychichawwan qallarisqa wakllanwata	Leap year starting on Saturday
Atipachawwan qallarisqa wakllanwata	Leap year starting on Tuesday
Ch'askachawwan qallarisqa wakllanwata	Leap year starting on Friday
Intichawwan qallarisqa wakllanwata	Leap year starting on Sunday
Pukallpa	Pucallpa
Bocas del Toro pruwinsya	Bocas del Toro Province
Faisal bin Abdul-Aziz	Faisal of Saudi Arabia
Jaber III	Jaber Al-Ahmad Al-Sabah
David Letterman	David Letterman
Youri Djorkaeff	Youri Djorkaeff
Alvaro Obregón	Álvaro Obregón
Alfredo Palacio	Alfredo Palacio
Piwin yura rikch'aq ayllu	Araucariaceae
250 watakuna	250s
Jama-jama	Conium maculatum
Insina	Quercus ilex
Walli	Nothofagus
CA San Lorenzo de Almagro	San Lorenzo de Almagro
Pocahontas (kuyuchisqa siq'isqa)	Pocahontas (1995 film)
Kaspian awki	Prince Caspian
Andreas Papandreou	Andreas Papandreou
Karal	Caral
260 watakuna kñ	260s BC
260 watakuna	260s
Ian Rush	Ian Rush
Giacinto Facchetti	Giacinto Facchetti
Hat'alliykuy	Sustainability
Valparaíso suyu	Valparaíso Region
Naucalpan de Juárez	Naucalpan
270 watakuna	270s
270 watakuna kñ	270s BC
Samora Machel	Samora Machel
Seretse Khama	Seretse Khama
Chirimuyu yura rikch'aq ayllu	Annonaceae
Taraqu yaqa wat'a	Taraco
Resident Evil	Resident Evil
Popol Vuh	Popol Vuh
Pampa sach'awaka	South American tapir
Roberto Rivelino	Rivellino
Grand Canyon mamallaqta parki	Grand Canyon National Park
Ahmed Nazif	Ahmed Nazif
Asway marka	Azuay Province
Ciego de Ávila pruwinsya	Ciego de Ávila Province
Umar Siiwuri ( Sívori)	Omar Sívori
280 watakuna	280s
Yuri	Shoot
Girija Prasad Koirala	Girija Prasad Koirala
Xalapa-Enríquez	Xalapa
DuPont	DuPont
Antonios Nikopolidis	Antonios Nikopolidis
Angelos Basinas	Angelos Basinas
Anggun	Anggun
Win Kok	Wim Kok
Raphi k'allampa	Agaricales
290 watakuna	290s
Marinera	Marinera
Itapúa suyu	Itapúa Department
Nacional Autónoma de México Yachay Suntur	National Autonomous University of Mexico
César Vallejo	César Vallejo
Asamoah Gyan	Asamoah Gyan
Ibagué	Ibagué
Luis Enrique Martínez	Luis Enrique (footballer)
Jumanji	Jumanji
Qarapara	Turtle
Josef Masopust	Josef Masopust
Rinri nanay	Otitis media
300 watakuna	300s (decade)
300 watakuna kñ	300s BC (decade)
Urqu sach'awaka	Mountain tapir
Antoine Laurent de Jussieu	Antoine Laurent de Jussieu
Piwra	Piura
Arches mamallaqta parki	Arches National Park
Achi tayta	Godparent
Patranka	Humboldt penguin
30 watakuna kñ	30s BC
31 ñiqin pachakwata kñ	31st century BC
Janq'ulaymi munisipyu	Ancoraimes Municipality
310 watakuna kñ	310s BC
310 watakuna	310s
Wanakuni	Wanakuni
Muchik mayu	Moche River
32 ñiqin pachakwata kñ	32nd century BC
Portalegre distritu	Portalegre District
320 watakuna	320s
320 watakuna kñ	320s BC
33 ñiqin pachakwata kñ	33rd century BC
330 watakuna	330s
330 watakuna kñ	330s BC
Freddy Rincón	Freddy Rincón
34 ñiqin pachakwata kñ	34th century BC
340 watakuna	340s
340 watakuna kñ	340s BC
35 ñiqin pachakwata kñ	35th century BC
350 watakuna kñ	350s BC
36 ñiqin pachakwata kñ	36th century BC
360 watakuna kñ	360s BC
37 ñiqin pachakwata kñ	37th century BC
Champiñun	Agaricus bisporus
Griguryu XII	Pope Gregory XII
370 watakuna kñ	370s BC
Alessandro Nesta	Alessandro Nesta
Huwan IX	Pope John IX
Huwan XVII	Pope John XVII
Liyun VIII	Pope Leo VIII
Huwan XIV	Pope John XIV
Huwan X	Pope John X
Huwan XIX	Pope John XIX
Griguryu VI	Pope Gregory VI
Wichq'ana	Lock (security device)
38 ñiqin pachakwata kñ	38th century BC
380 watakuna kñ	380s BC
Takupaya (Chuqichaka)	Zudáñez
Liyun IV	Pope Leo IV
Tak'a	Horse-fly
Huwan XV	Pope John XV
39 ñiqin pachakwata kñ	39th century BC
390 watakuna kñ	390s BC
Apaxco	Apaxco
Caterina da Siena	Catherine of Siena
San Miyil	San Miguel
Cicero	Cicero (disambiguation)
Veronica	Veronica
Santu Dumingu	Santo Domingo (disambiguation)
Sierra	Sierra
Santa Ana	Santa Ana
Salinas	Salinas
Iberia	Iberia (disambiguation)
San Siwastyan	San Sebastian
Casablanca	Casablanca (disambiguation)
Bolívar	Bolívar (disambiguation)
Palma	Palma
Sucre	Sucre (disambiguation)
Carlos Gardel	Carlos Gardel
Kamachina	Rule
Gianni Rivera	Gianni Rivera
Qallu watana	Tongue-twister
Nariñu suyu	Nariño Department
Arauca suyu	Arauca Department
Rachina waqachina	Plucked string instrument
Caravaca de la Cruz	Caravaca de la Cruz
Irene Papas	Irene Papas
Chocó suyu	Chocó Department
Bolívar suyu (Kulumbya)	Bolívar Department
Cauca suyu	Cauca Department
Caldas suyu	Caldas Department
Anita Ekberg	Anita Ekberg
Atlántico suyu	Atlántico Department
Cuvier	Cuvier
Llika rump'u	Netball
María de León Bello y Delgado	Mary of Jesus de León y Delgado
40 ñiqin pachakwata kñ	40th century BC
Dakota	Dakota
400 watakuna	400s (decade)
Chili Yachay Suntur	University of Chile
40 watakuna kñ	40s BC
Anku	Tendon
410 watakuna	410s
Cundinamarca suyu	Cundinamarca Department
Punu	Puno
Sintiru	Peccary
Putumayu suyu	Putumayo Department
Uralan Santander suyu	Norte de Santander Department
Iskay simipi yachay	Bilingual education
420 watakuna	420s
Beni suyu	Beni Department
Denis Law	Denis Law
Johan Neeskens	Johan Neeskens
Ojos del Salado	Ojos del Salado
430 watakuna	430s
Quchapampa suyu	Cochabamba Department
Tarija suyu	Tarija Department
Severo Ochoa	Severo Ochoa
Lê Ðức Thọ	Lê Đức Thọ
Santiago de Cuba pruwinsya	Santiago de Cuba Province
Wasanchay	Adultery
440 watakuna	440s
Tolima suyu	Tolima Department
Vaupés suyu	Vaupés Department
Waylla quncha	Agaricus campestris
Qallapurina	Cart
Baruj Benacerraf	Baruj Benacerraf
Córdoba suyu (Kulumbya)	Córdoba Department
Cesar suyu	Cesar Department
Huila suyu	Huila Department
450 watakuna	450s
Willka Chakana suyu	Santa Cruz Department (Bolivia)
Chuqichaka suyu	Chuquisaca Department
Killki	Angel
María Zambrano	María Zambrano
Wamanpallpa	Buteo
Giuseppe Bergomi	Giuseppe Bergomi
Santander suyu	Santander Department
Sucre suyu (Kulumbya)	Sucre Department
Manizales	Manizales
Chakra yura	Crop
Pando suyu	Pando Department
Ana Belén	Ana Belén
460 watakuna	460s
Rapa	Flame
Qillqana pirqa	Blackboard
Iwana	Iguanidae
Carlos Antonio López	Carlos Antonio López
Intichawwan qallarisqa chhasku wata	Common year starting on Sunday
K'uychichawwan qallarisqa chhasku wata	Common year starting on Saturday
Quyllurchawwan qallarisqa chhasku wata	Common year starting on Wednesday
Ch'askachawwan qallarisqa chhasku wata	Common year starting on Friday
Atipachawwan qallarisqa chhasku wata	Common year starting on Tuesday
Killachawwan qallarisqa chhasku wata	Common year starting on Monday
Illapachawwan qallarisqa chhasku wata	Common year starting on Thursday
Yura saywa	Hedge
Alicia Alonso	Alicia Alonso
Jiang Qing	Jiang Qing
Luísa Diogo	Luisa Diogo
Chavela Vargas	Chavela Vargas
Libertad Lamarque	Libertad Lamarque
470 watakuna	470s
Mallki-mallki	Orchard
Tunja	Tunja
480 watakuna	480s
Bernardo Houssay	Bernardo Houssay
490 watakuna	490s
René Higuita	René Higuita
Lubin	Lubin
Sanka tullu	Palatine bone
Marina Silva	Marina Silva
Boris Trajkovski	Boris Trajkovski
Douglas Hyde	Douglas Hyde
P'utuqsi suyu	Potosí Department
Chimpurasu marka	Chimborazo Province
Meta suyu	Meta Department
Guainía suyu	Guainía Department
Ima Sumaq	Yma Sumac
Paraguarí suyu	Paraguarí Department
Chichiku	Tamarin
Dixie Carter	Dixie Carter
Edmondo De Amicis	Edmondo De Amicis
500 watakuna	500s (decade)
Kutupaksi marka	Cotopaxi Province
Mayutata pruwinsya	Madre de Dios Province
Martine Carol	Martine Carol
50 watakuna kñ	50s BC
510 watakuna	510s
Plasencia	Plasencia
Carmen Amaya	Carmen Amaya
520 watakuna	520s
Siraq	Tailor
Roh Tae-woo	Roh Tae-woo
530 watakuna	530s
540 watakuna	540s
550 watakuna	550s
Uchu wakamayu	Scarlet macaw
Bucaramanga	Bucaramanga
Antonio Machado	Antonio Machado
Runa warkhuna	Gallows
Hump'i ch'añan	Sweat gland
Jean-Marie Vianney	John Vianney
Tapyapillan	Silky anteater
Chikayu	Marmosa
560 watakuna	560s
Madagaskar 3	Madagascar 3: Europe's Most Wanted
Ortès	Orthez
Khuchinilla	Cochineal
Champira chichiku	Pygmy marmoset
Santa Rosa Limamanta	Rose of Lima
570 watakuna	570s
Pete Seeger	Pete Seeger
Santarém distritu	Santarém District
Coimbra distritu	Coimbra District
Faro distritu	Faro District
Lichi hilli	Latex
580 watakuna	580s
Wirriy	Viceroy
Musuq T'aypik	New Taipei City
590 watakuna	590s
T'aychun	Taichung
Puka uma suyuntu	Turkey vulture
Akwa hirinka	Injection (medicine)
600 watakuna	600s (decade)
Pantu	Tayra
60 watakuna kñ	60s BC
610 watakuna	610s
Sataqchi	Celtis
T'uqyaq urqu	Reventador
Liq'ichu	Andean lapwing
620 watakuna	620s
800 watakuna	800s (decade)
Q'illu uma suyuntu	Greater yellow-headed vulture
Álvar Núñez Cabeza de Vaca	Álvar Núñez Cabeza de Vaca
Tawna	Swagger stick
Sant Martí distritu	Sant Martí (district)
Álvaro García Linera	Álvaro García Linera
630 watakuna	630s
Ángel Labruna	Ángel Labruna
Providencia distritu	Providencia District
Halloween	Halloween
Wallatiri	Guallatiri, Chile
Tamarugal pruwinsya	Tamarugal
Sach'a Rumi	Árbol de Piedra
640 watakuna	640s
José Artigas	José Gervasio Artigas
Emir Spahić	Emir Spahić
650 watakuna	650s
Loretta Young	Loretta Young
Domingo Sarmiento	Domingo Faustino Sarmiento
Flora Tristan	Flora Tristan
660 watakuna	660s
Wamp'uq	Navigator
Parina Quta (Buliwya-Chili)	Parinacota (volcano)
Mataku waykuru rimaykuna	Mataco–Guaicuru languages
670 watakuna	670s
San Javier munisipyu (Beni)	San Javier Municipality, Beni
Chuqhata distritu	Chojata District
La Higuera	La Higuera
Uqshapampa distritu	Oxapampa District
Gilmar	Gylmar dos Santos Neves
Paqay	Inga feuilleei
Shapumpa	Bracken
690 watakuna	690s
Diego Simeone	Diego Simeone
Qhampu k'usillu	Spider monkey
Granada suyu	Granada Department
Santa Bárbara (P'utuqsi)	Santa Bárbara (Potosí)
Kri siq'i llumpa	Cree syllabics
Naranjal kiti	Naranjal Canton
Bon Jovi	Bon Jovi
Yusof bin Ishak	Yusof bin Ishak
Layqa	Witchcraft
Sinru qillqa: Llaqtakuna (Buliwya)	List of Bolivian cities by population
Pultumarka distritu	Los Baños del Inca District
Manawa suyu	Managua Department
Tapaqucha distritu	Tapacocha District
Chiklayu	Chiclayo
Bolívar marka	Bolívar Province (Ecuador)
Gamitana	Tambaqui
700 watakuna	700s (decade)
Diego Forlán	Diego Forlán
Intibucá suyu	Intibucá Department
Chinkasqa Churi	Parable of the Prodigal Son
70 watakuna	70s
70 watakuna kñ	70s BC
710 watakuna	710s
Nikos Anastopoulos	Nikos Anastopoulos
Hilderaldo Bellini	Hilderaldo Bellini
Suqtawask'a	Cuboid
720 watakuna	720s
Wankapampa mayu (Pasqu)	Huancabamba River
730 watakuna	730s
Waranta	Guaranda
Anqas Walla mamallaqta wari kancha	Cordillera Azul National Park
Pullukuku	Tropical screech owl
740 watakuna	740s
Alqamari	Mountain caracara
Raimundo Orsi	Raimundo Orsi
Tullu	Bone
Jaime Zudáñez pruwinsya	Jaime Zudáñez Province
750 watakuna	750s
Anallaqsi	Nevado Anallajsi
Pachamama	Pachamama
José María Arguedas	José María Arguedas
760 watakuna	760s
Pinchikilla pila	Battery (electricity)
Pipil	Pipil people
Manchunka	Southern tamandua
Hatun Chaku pruwinsya	Gran Chaco Province
770 watakuna	770s
Luya pruwinsya	Luya Province
Sara Montiel	Sara Montiel
Isqhayllu	Atopic dermatitis
Vichada suyu	Vichada Department
780 watakuna	780s
Hugo Banzer	Hugo Banzer
Rioja distritu	Rioja District
790 watakuna	790s
Emmanuel Petit	Emmanuel Petit
Mama Llaqtap San Markus Hatun Yachay Sunturnin	National University of San Marcos
José de Uriburu	José Evaristo Uriburu
Luis Suárez Miramontes	Luis Suárez Miramontes
Arturo Illia	Arturo Umberto Illia
Carlos Pellegrini	Carlos Pellegrini
Pantimayu	Bermejo River
Pillku Mayu	Pilcomayo River
Piruwpa umalliqnin	List of Presidents of Peru
CA Mineiro	Clube Atlético Mineiro
Hercules (kuyuchisqa siq'isqa)	Hercules (1997 film)
80 watakuna	80s
80 watakuna kñ	80s BC
810 watakuna	810s
820 watakuna	820s
830 watakuna	830s
840 watakuna	840s
Gibson ch'in pacha	Gibson Desert
Juvénal Habyarimana	Juvénal Habyarimana
Yuraq lagartu	Spectacled caiman
Pichincha marka	Pichincha Province
Abdullah Ahmad Badawi	Abdullah Ahmad Badawi
Daddy Yankee	Daddy Yankee
Sajama	Nevado Sajama
850 watakuna	850s
La Guajira suyu	La Guajira Department
Calakmul	Calakmul
Chuqiyapu suyu	La Paz Department (Bolivia)
Taqna	Tacna
Fernando Botero	Fernando Botero
Guaviare suyu	Guaviare Department
Pirqaq	Masonry
Machina k'arachiq	Box jellyfish
Lluklluy	Denaturation (biochemistry)
Viseu distritu	Viseu District
Castelo Branco distritu	Castelo Branco District
Guarda distritu	Guarda District
Setúbal distritu	Setúbal District
La Habana pruwinsya	La Habana Province
Everglades mamallaqta parki	Everglades National Park
Angélica Gorodischer	Angélica Gorodischer
Emerson Leao	Émerson Leão
Saramuyu	Annona squamosa
Anunas	Annona
900 watakuna	900s (decade)
Luigi Riva	Luigi Riva
Ch'iki qachu	Elymus repens
90 watakuna	90s
910 watakuna	910s
Suphullu	Blister
Henkel	Henkel
Ernesto Cardenal	Ernesto Cardenal
Racing Club	Racing Club de Avellaneda
Zhelyu Zhelev	Zhelyu Zhelev
Chan Chan	Chan Chan
Tapaqari pruwinsya	Tapacarí Province
José Antonio Chang	José Antonio Chang
Canindeyú suyu	Canindeyú Department
Walusa	Xanthosoma sagittifolium
Luis José de Orbegoso	Luis José de Orbegoso
Gérson	Gérson
Chaqña distritu	San Juan de Chacña District
Boaco suyu	Boaco Department
Allin simi	Politeness
Puywanku	Pipe organ
Ukumpi	Epicrates cenchria
San Javier (Ñuflo de Chávez)	San Javier, Ñuflo de Chávez
Michel Micombero	Michel Micombero
Wasqar q'inti	Giant hummingbird
Llallawa	Llallagua
Inti t'iksuy	Afternoon
Qawachu distritu	Cahuacho District
T'arata pruwinsya (Buliwya)	Esteban Arce Province
Rachel de Queiroz	Rachel de Queiroz
Atawallpa Yupanki	Atahualpa Yupanqui
Yanakachi munisipyu	Yanacachi Municipality
Muyupampa (San Martin)	Moyobamba
Quwi	Cavia
Christian Karembeu	Christian Karembeu
Pedro Blanco Soto	Pedro Blanco Soto
Awqapata munisipyu	Aucapata Municipality
