ஆப்பிரிக்கா	Africa
நீத்தார் வழிபாடு	Veneration of the dead
சிட்டி லைட்சு	City Lights
நாஞ்சிங் உடன்படிக்கை	Treaty of Nanking
ஜென்னி வான் வெசுட்பலென்	Jenny von Westphalen
அணுக்கருத் தாக்கம்	Nuclear reaction
சட்டவியல் (சீன மெய்யியல்)	Legalism (Chinese philosophy)
தன்னலம்	Selfishness
செம்மயிற்கொன்றை	Delonix regia
ஸ்பென்சர் லோக்கே	Spencer Locke
குர்கான்	Gurgaon
5 ஏன்கள்	5 Whys
உலக அமைதி	World peace
டைஃபாய்டு மேரி	Typhoid Mary
அரிமா (பலகை விளையாட்டு)	Arimaa
காஞ்சனபுரி	Kanchanaburi
கவுலூன்	Kowloon
மே 2010	May 2010
உப்புச் சத்தியாகிரகம்	Salt March
மலபார் மாவட்டம்	Malabar District
சிவாஜி (பேரரசர்)	Shivaji
இயலிடத்தில் அற்றுவிட்ட இனம்	Extinct in the wild
பனோராமியோ	Panoramio
சந்ததி	Offspring
உருசிய இடைக்கால அரசு	Russian Provisional Government
இசுப்பாரைடீ	Sparidae
மெத்தில் மலோனிக் அமிலம்	Methylmalonic acid
மேமோ	Maemo
திருப்ப அசைவு	Tropism
எக்கெனீடீ	Remora
கிடைக்குழு 6 தனிமங்கள்	Period 6 element
கிடைக்குழு 4 தனிமங்கள்	Period 4 element
அந்தூரியம்	Anthurium
வைரோசன புத்தர்	Vairocana
ஜேக்கப்	Jacob (disambiguation)
அன்டன்	Anton
திருத்தந்தை கிரகோரி	Pope Gregory
அறிவியலுக்கும் கலைகளுக்குமான நகரம்	City of Arts and Sciences
பலூகா	Beluga
பப்பி லினக்சு	Puppy Linux
கொரிய மக்கள் இராணுவம்	Korean People's Army
செலவு	Cost
இயக்குநரின் வெட்டு	Director's cut
ஜூலியா பஸ்ரனா	Julia Pastrana
முகம்மது அல்-புகாரி	Muhammad al-Bukhari
டெக்லா லோரோப்	Tegla Loroupe
ரோக்காசு பவழத்தீவு	Rocas Atoll
சாம் மொழி	Cham languages
லிபரல் கட்சி (ஆஸ்திரேலியா)	Liberal Party of Australia
மன்னா	Manna
புரோவான்சால்	Provençal dialect
ஓரான் பாமுக்	Orhan Pamuk
வின்ஸ் கார்டர்	Vince Carter
செயின்ட் பீட்டர் மற்றும் செயின்ட் பவுல் தீவுக்கூட்டம்	Saint Peter and Saint Paul Archipelago
டிரின்டேடும் மார்ட்டிம் வாசும்	Trindade and Martim Vaz
நடுத்தர வர்க்கம்	Middle class
சில்வியா கார்ட்ரைட்	Silvia Cartwright
ஓம் மணி பத்மே ஹூம்	Om mani padme hum
குரூவு மெட்டல்	Groove metal
நோவா வெப்ஸ்டர்	Noah Webster
பரப்பளவு அடிப்படையில் ஏரிகள்	List of lakes by area
ராபர்ட் நாய்சு	Robert Noyce
காட்டுயிர்	Wildlife
பி.சீ மையேர்சு	PZ Myers
மீகோ	MeeGo
டிசம்பர் 2008	December 2008
வசிட்டர்	Vashistha
ஆகஸ்ட் 2008	August 2008
சிந்தியா மெக்கினி	Cynthia McKinney
கார்மன் அமாயா	Carmen Amaya
சுசந்திகா ஜயசிங்க	Susanthika Jayasinghe
லாம்டா நுண்கணிதம்	Lambda calculus
தமிழீழம்	Tamil Eelam
மக்தலேனா தே பாசி	Magdalena de Pazzi
கத்தரீன் லபோரே	Catherine Labouré
இரசாட் மாஞ்சி	Irshad Manji
செசெஷெட்	Sesheshet
துருகானினி	Truganini
லுயீஸ் டி மரிலாக்	Louise de Marillac
நவநீதம் பிள்ளை	Navi Pillay
உலோலா புலோறேஸ்	Lola Flores
கேரன்டான்	Carentan
கியூபா முதலை	Cuban crocodile
சாவுப் பள்ளத்தாக்கு தேசியப் பூங்கா	Death Valley National Park
அக்டோபர் 2010	October 2010
ஆகஸ்ட் 2010	August 2010
பிலாய்	Bhilai
மெஹெர்கர்	Mehrgarh
செப்டம்பர் 2010	September 2010
படா (இயங்குதளம்)	Bada
கமிலா வெலேஜோ	Camila Vallejo
மூடிய-மின்சுற்று தொலைக்காட்சி	Closed-circuit television
51 பெகாசி பி	51 Pegasi b
மார்ச் 2010	March 2010
தையற்கலைஞர்	Tailor
ஜோதி அம்கே	Jyoti Amge
சத்தியமங்கலம், ஈரோடு மாவட்டம்	Sathyamangalam
பசுமைக் கட்டிடம்	Green building
எமிலியானோ-ரோமாஞோலோ	Emiliano-Romagnolo language
கிப்பன் பண்டம்	Giffen good
பிருட்டே கால்டிகாசு	Birutė Galdikas
பவுல் பெட்டனி	Paul Bettany
சூலை 2010	July 2010
செப்டம்பர் 2008	September 2008
சகாரன்பூர்	Saharanpur
ஜெய்சால்மர்	Jaisalmer
ஏப்ரல் 2010	April 2010
எம்மா தாமஸ்	Emma Thomas
இலந்தை	Jujube
பவநகர்	Bhavnagar
ஜான்சி	Jhansi
லூயிசு சலிவன்	Louis Sullivan
அக்டோபர் 2009	October 2009
சிக்குன்குனியா	Chikungunya
ஆகஸ்ட் 2009	August 2009
வின்டோஸ் டிஃபென்டர்	Windows Defender
அமுண்ட்சென்-ஸ்காட் தென் துருவ நிலையம்	Amundsen–Scott South Pole Station
கார்னிதின்	Carnitine
குல்னா	Khulna
ஜூலை 2008	July 2008
சனவரி 2011	January 2011
வருமானக் கூற்று	Income statement
மாறுபக்க கொழுப்பு	Trans fat
முதுகுநாண்	Notochord
கனிமங்களின் பட்டியல்	List of minerals
துராலுமின்	Duralumin
உற்பத்திப் பொருள் வடிவமைப்பு	Industrial design
சமாக் சுந்தரவேஜ்	Samak Sundaravej
பிரிக்ஸ்	BRICS
பலமனைவி மணம்	Polygyny
ஒண்சிவப்பு ஐவண்ணக்கிளி	Scarlet macaw
ஜான் வியான்னி	John Vianney
கபர்து மக்கள்	Kabarday
டின்டால் விளைவு	Tyndall effect
சியூடோகுரோமைடீ	Dottyback
தன்பாத்	Dhanbad
நகோர்னோ கரபாக் குடியரசு	Nagorno-Karabakh Republic
ஆப்பிரிக்கக் குள்ளத் தவளை	African dwarf frog
ஜான் டர்டர்ரோ	John Turturro
சிறிய மின்சிட்டு	Small minivet
2010 ஆசிய விளையாட்டுப் போட்டிகள்	2010 Asian Games
உப்புத் தொழில் (தமிழர் தொழிற்கலை)	Salt evaporation pond
கருமுதலை	Dwarf crocodile
குக்குரங்கு	Pygmy marmoset
லீமா நகர ரோஸ்	Rose of Lima
டைக்ளோஃபீனாக்	Diclofenac
வின்சென்ட் தே பவுல்	Vincent de Paul
கோரக்பூர்	Gorakhpur
பீட் சீகர்	Pete Seeger
ஐக்கிய நாடுகள் பருவநிலை மாற்றம் மாநாடு 2009	2009 United Nations Climate Change Conference
டார்வினியசு மசில்லே	Darwinius
ஹொவ் கிரீன் வாஸ் மை வேல்லி (திரைப்படம்)	How Green Was My Valley (film)
அமேசான் படுகை	Amazon basin
செஸ்னா 172	Cessna 172
காற்றாலை உத்தி	Windmill (chess)
கருநீலக் குழந்தைகள்	Indigo children
லால் பகதூர் சாஸ்திரி	Lal Bahadur Shastri
மாநிலங்களவை	Rajya Sabha
கறிவேம்பு	Curry tree
இலாயிடு சேப்ளி	Lloyd Shapley
புவியின் சுழற்சி	Earth's rotation
எண்ணிம இடைவெளி	Digital divide
பிரேசிலிய கால்பந்து கூட்டமைப்பு	Brazilian Football Confederation
