Afrik	Africa
Jean-Claude Duvalier	Jean-Claude Duvalier
Nicole Oresme	Nicole Oresme
René Antoine Ferchault de Réaumur	René Antoine Ferchault de Réaumur
James Joseph Sylvester	James Joseph Sylvester
Lodovico Ferrari	Lodovico Ferrari
Marlon Wayans	Marlon Wayans
Aleksandr Lyapunov	Aleksandr Lyapunov
Don Miguel	Miguel I of Portugal
Michelet	Jules Michelet
Karl Pearson	Karl Pearson
Damian Marley	Damian Marley
Stephen Wolfram	Stephen Wolfram
Raben Akiba	Akiva ben Joseph
Neil deGrasse Tyson	Neil deGrasse Tyson
Semmy Schilt	Semmy Schilt
Boris Berezovsky	Boris Berezovsky (businessman)
William Oughtred	William Oughtred
Pye koton	Gossypium barbadense
Fèy ave	Petiveria alliacea
Bèl meksikèn	Antigonon leptopus
Bab panyòl	Spanish moss
Janne Rydberg	Johannes Rydberg
Kòkmòl	Physalis angulata
Chiyonofuji Mitsugu	Chiyonofuji Mitsugu
Giovanni Alfonso Borelli	Giovanni Alfonso Borelli
Mouvman retwograd	Retrograde and prograde motion
Willem de Sitter	Willem de Sitter
Nguyen Du	Nguyễn Du
Jeff Gordon	Jeff Gordon
Alain Connes	Alain Connes
Jagadish Chandra Bose	Jagadish Chandra Bose
Ousmane Sembene	Ousmane Sembène
Frank Ramsey	Frank P. Ramsey
Etienne-Louis Malus	Étienne-Louis Malus
Stephen Smale	Stephen Smale
Laurent Lafforgue	Laurent Lafforgue
Theodore Maiman	Theodore Harold Maiman
Thomas Harriot	Thomas Harriot
Jesse Douglas	Jesse Douglas
Peter Green	Peter Green (musician)
Francesco Maria Grimaldi	Francesco Maria Grimaldi
Israel Gelfand	Israel Gelfand
Lee Scratch Perry	Lee "Scratch" Perry
Jean-Robert Argand	Jean-Robert Argand
Joseph Wilson Swan	Joseph Swan
Andrei Okounkov	Andrei Okounkov
Jean-Max Bellerive	Jean-Max Bellerive
John Charles Fields	John Charles Fields
Paul Painleve	Paul Painlevé
Joseph Louis François Bertrand	Joseph Louis François Bertrand
George Eugene Uhlenbeck	George Uhlenbeck
James Hopwood Jeans	James Hopwood Jeans
Ronald McNair	Ronald McNair
Heraclides Ponticus	Heraclides Ponticus
Kochle	Cochlea
Joplin, Missouri	Joplin, Missouri
Vincenzo Viviani	Vincenzo Viviani
Paolo Ruffini	Paolo Ruffini
Henri Salvador	Henri Salvador
Michel Chasles	Michel Chasles
Scipione del Ferro	Scipione del Ferro
Jacopo Riccati	Jacopo Riccati
Babez for Breakfast	Babez for Breakfast
Zile yo Roques	Los Roques archipelago
Taihō Kōki	Taihō Kōki
Militon	Chayote
Abernathy, Texas	Abernathy, Texas
Sistèm izole	Isolated system
Lancaster, Pennsilvani	Lancaster, Pennsylvania
Pocatello, Idaho	Pocatello, Idaho
Abilene, Kansas	Abilene, Kansas
Abington, Pennsilvani	Abington Township
Bwa savonèt	Sapindus
Abla (Almería)	Abla
Edward Waring	Edward Waring
Carson Mark	J. Carson Mark
Keenen Ivory Wayans	Keenen Ivory Wayans
John Maynard Smith	John Maynard Smith
Alpha Blondy	Alpha Blondy
Boniface Alexandre	Boniface Alexandre
Tonton David	Tonton David
Paul Schatz	Paul Schatz
William Kingdon Clifford	William Kingdon Clifford
Andre Weil	André Weil
Michel Rolle	Michel Rolle
Gaston Julia	Gaston Julia
Antoine Augustin Cournot	Antoine Augustin Cournot
Aubelin Jolicoeur	Aubelin Jolicoeur
Loránd Eötvös	Loránd Eötvös
Osborne Reynolds	Osborne Reynolds
Mr. Vegas	Mr. Vegas
Guarino Guarini	Guarino Guarini
Richard Stanley	Richard Stanley (director)
George Green	George Green
22 (menm non)	22 (disambiguation)
Alan Guth	Alan Guth
Kip Stephen Thorne	Kip Thorne
Peter Lax	Peter Lax
Sergei Lvovich Sobolev	Sergei Sobolev
Nuruddin Farah	Nuruddin Farah
Simi Valley, Kalifòni	Simi Valley, California
Egzositoz	Exocytosis
Fairfield, Kalifòni	Fairfield, California
Mezodèm	Mesoderm
Abraham Adrian Albert	Abraham Adrian Albert
Sergei Vavilov	Sergey Ivanovich Vavilov
George Darwin	George Darwin
Vikram Sarabhai	Vikram Sarabhai
Konstant iyonizasyon baz	Acid dissociation constant
Pavel Alexandrov	Pavel Alexandrov
Grigory Margulis	Grigory Margulis
Plymouth, Massachusetts	Plymouth, Massachusetts
Arpad Elo	Arpad Elo
George David Birkhoff	George David Birkhoff
Laramie, Wyoming	Laramie, Wyoming
Shiing-Shen Chern	Shiing-Shen Chern
Algonquin, Ilinwa	Algonquin, Illinois
Elk Grove Village, Ilinwa	Elk Grove Village, Illinois
Percy John Daniell	Percy John Daniell
Clarksville, Tennessee	Clarksville, Tennessee
Yum-Tong Siu	Yum-Tong Siu
Parkersburg (Vijini de Lwès)	Parkersburg, West Virginia
Bouche	Butcher
Abraham Bennet	Abraham Bennet
Úbeda (Jaén)	Úbeda
Abraham Haskel Taub	Abraham H. Taub
Resi	Receipt
Abraham Pais	Abraham Pais
Abraham Plessner	Abraham Plessner
Abraham Robinson	Abraham Robinson
Abraham Seidenberg	Abraham Seidenberg
Abraham Sharp	Abraham Sharp
Prineville, Oregon	Prineville, Oregon
Abram Samoilovitch Besicovitch	Abram Samoilovitch Besicovitch
Ѣ	Yat
Schenectady, New York	Schenectady, New York
Abreus, Cienfuegos	Abreus, Cuba
Oak Park, Ilinwa	Oak Park, Illinois
Michael Steele	Michael Steele
Andodèm	Endoderm
Absecon, New Jersey	Absecon, New Jersey
John Smith	John Smith (Labour Party leader)
Chimyosentèz	Chemosynthesis
Laj absoli	Absolute dating
Elevasyon kontinantal	Continental rise
Clatskanie, Oregon	Clatskanie, Oregon
Loja (Grenad)	Loja, Granada
Michael Freedman	Michael Freedman
Enrico Bombieri	Enrico Bombieri
Desmond Dekker	Desmond Dekker
William Thurston	William Thurston
Curtis McMullen	Curtis T. McMullen
Klaus Roth	Klaus Roth
Sergei Petrovich Novikov	Sergei Novikov (mathematician)
Richard Borcherds	Richard Borcherds
David Mumford	David Mumford
Pierre-Louis Lions	Pierre-Louis Lions
Simon Donaldson	Simon Donaldson
Madras, Oregon	Madras, Oregon
Efim Zelmanov	Efim Zelmanov
Solisyon sisatire	Supersaturation
William Sealy Gosset	William Sealy Gosset
Shing-Tung Yau	Shing-Tung Yau
Newport News, Vijini	Newport News, Virginia
Henry Briggs	Henry Briggs (mathematician)
Stephen Cole Kleene	Stephen Cole Kleene
Lalla	Lalla
Jacksonville, Oregon	Jacksonville, Oregon
Dillsburg, Pennsilvani	Dillsburg, Pennsylvania
Hendersonville, Tennessee	Hendersonville, Tennessee
Dlo ize	Wastewater
Harrison, New Jersey	Harrison, New Jersey
Baron Black	Conrad Black
Baron Penney	William Penney, Baron Penney
Pavel Florensky	Pavel Florensky
Thomas Simpson	Thomas Simpson
George Dantzig	George Dantzig
Paul Stern	Paul Stern
Habib Koité	Habib Koité
Olin Ball	C. Olin Ball
Albia, Iowa	Albia, Iowa
North Chicago, Ilinwa	North Chicago, Illinois
Holland, Indiana	Holland, Indiana
York Springs, Pennsilvani	York Springs, Pennsylvania
Joseph Ser	Joseph Ser
Allan Joseph Champneys Cunningham	Allan Joseph Champneys Cunningham
Carl Eckart	Carl Eckart
Francis Robbins Upton	Francis Robbins Upton
George Batchelor	George Batchelor
Robert Griffiths	Robert Griffiths (physicist)
Leon Bankoff	Leon Bankoff
Alexander Abian	Alexander Abian
Jah Mason	Jah Mason
Antoine Izméry	Antoine Izméry
Lionel Penrose	Lionel Penrose
Oliver Penrose	Oliver Penrose
Max Mason	Max Mason
Maxime Bôcher	Maxime Bôcher
Dedham, Iowa	Dedham, Iowa
Bonneau, Kawolin disid	Bonneau, South Carolina
88 (nonm)	88 (number)
Ackerly, Texas	Ackerly, Texas
Ackworth, Iowa	Ackworth, Iowa
Hampton, Vijini	Hampton, Virginia
Suffolk, Vijini	Suffolk, Virginia
Portsmouth, Vijini	Portsmouth, Virginia
Fwaye	Focal point
Brizan	Breaker
Acworth, Georgie	Acworth, Georgia
Acworth, New Hampshire	Acworth, New Hampshire
Ada, Oklahoma	Ada, Oklahoma
606 (menm non)	606 (disambiguation)
Adairsville, Georgie	Adairsville, Georgia
Adairville, Kentucky	Adairville, Kentucky
Poquoson, Vijini	Poquoson, Virginia
Franklin, Vijini	Franklin, Virginia
Adamstown, Pennsilvani	Adamstown, Pennsylvania
Addison, Ilinwa	Addison, Illinois
Addison, Texas	Addison, Texas
Addison, Vermont	Addison, Vermont
Luckner Cambronne	Luckner Cambronne
Isadore Singer	Isadore Singer
Goro Shimura	Goro Shimura
Reggie Fils-Aime	Reggie Fils-Aimé
Ernesto Cesàro	Ernesto Cesàro
John Edensor Littlewood	John Edensor Littlewood
Giovanni Battista Venturi	Giovanni Battista Venturi
Yami Bolo	Yami Bolo
Tullio Levi-Civita	Tullio Levi-Civita
Addyston, Ohio	Addyston, Ohio
Gabriel Lame	Gabriel Lamé
Bill Chen	Bill Chen
Mikhail Gromov	Mikhail Leonidovich Gromov
Horace Andy	Horace Andy
Anri Kristòf	Henri Christophe
Aleksann Petyon	Alexandre Pétion
Marshall Hall	Marshall Hall (physiologist)
Adel, Georgie	Adel, Georgia
Antoine Arnauld	Antoine Arnauld
Adelanto, Kalifòni	Adelanto, California
Mitchell Feigenbaum	Mitchell Feigenbaum
Gary Dourdan	Gary Dourdan
Mikhail Vasilievich Ostrogradsky	Mikhail Ostrogradsky
Charles Dupuy	Charles Dupuy
Wilbur Smith	Wilbur Smith
Rafael Bombelli	Rafael Bombelli
Burning Spear	Burning Spear
Lorenzo Mascheroni	Lorenzo Mascheroni
Mullica, New Jersey	Mullica Township, New Jersey
Galloway, New Jersey	Galloway Township, New Jersey
Adeline, Ilinwa	Adeline, Illinois
Philip Davis	Philip Davis
Sèl (materyo chimik)	Salz
Yakov Borisovich Zel'dovich	Yakov Borisovich Zel'dovich
Patrick, Kawolin disid	Patrick, South Carolina
Warwick, Massachusetts	Warwick, Massachusetts
Natick, Massachusetts	Natick, Massachusetts
Baldwin City, Kansas	Baldwin City, Kansas
Ettore Majorana	Ettore Majorana
Branchburg, New Jersey	Branchburg, New Jersey
Victor Guillemin	Victor Guillemin
Green Brook, New Jersey	Green Brook Township, New Jersey
Warren, New Jersey	Warren Township, New Jersey
Bridgewater, New Jersey	Bridgewater Township, New Jersey
Montgomery, New Jersey	Montgomery Township, New Jersey
Bernards, New Jersey	Bernards Township, New Jersey
Orange Park, Florid	Orange Park, Florida
Hillsborough, New Jersey	Hillsborough Township, New Jersey
Kontwòl (estatistik)	Scientific control
Fairfield, Ilinwa	Fairfield, Illinois
Adriaan Fokker	Adriaan Fokker
Chesnee, Kawolin disid	Chesnee, South Carolina
North Plainfield, New Jersey	North Plainfield, New Jersey
Waldenburg, Arkansas	Waldenburg, Arkansas
Ioan James	Ioan James
Evadale, Texas	Evadale, Texas
Crestone, Kolorado	Crestone, Colorado
Maxim Kontsevich	Maxim Kontsevich
Jean-Christophe Yoccoz	Jean-Christophe Yoccoz
Daniel Quillen	Daniel Quillen
Vladimir Voevodsky	Vladimir Voevodsky
Tom Lehrer	Tom Lehrer
Sizzla	Sizzla
James Turner	James Turner
Jean-Charles de Borda	Jean-Charles de Borda
Alexander Beilinson	Alexander Beilinson
El Cajon, Kalifòni	El Cajon, California
Alan Sokal	Alan Sokal
Robert Moody	Robert Moody
Alfred Kempe	Alfred Kempe
Hugh Everett	Hugh Everett III
Daniel Pedoe	Daniel Pedoe
William Hawkins	William Hawkins (governor)
Peter Shor	Peter Shor
John Stewart Bell	John Stewart Bell
Paul Halmos	Paul Halmos
Arthur Jaffe	Arthur Jaffe
Wilmington, Vermont	Wilmington, Vermont
Shawn Wayans	Shawn Wayans
Keith Mitchell	Keith Mitchell
James Glimm	James Glimm
Barry Simon	Barry Simon
Poquott, New York	Poquott, New York
George William Hill	George William Hill
William Guy	William Guy
Viktor Bunyakovsky	Viktor Bunyakovsky
David Finkelstein	David Finkelstein
Srinivasa Varadhan	S. R. Srinivasa Varadhan
Subbayya Sivasankaranarayana Pillai	Subbayya Sivasankaranarayana Pillai
Agra, Oklahoma	Agra, Oklahoma
Ames, Oklahoma	Ames, Oklahoma
Paprika Korps	Paprika Korps
Joseph Nemours Pierre-Louis	Joseph Nemours Pierre-Louis
Con Dao	Côn Đảo
Daly City	Daly City, California
Pembroke Pines, Florid	Pembroke Pines, Florida
Sparta, Ohio	Sparta, Ohio
Robinson, Ilinwa	Robinson, Illinois
Manderson, Wyoming	Manderson, Wyoming
Elliott Lieb	Elliott H. Lieb
Martinsburg, Pennsilvani	Martinsburg, Pennsylvania
Samuel Dalembert	Samuel Dalembert
Claude Gaspard Bachet de Meziriac	Claude Gaspard Bachet de Méziriac
Philippe de La Hire	Philippe de La Hire
Rene-Louis Baire	René-Louis Baire
Eugenio Beltrami	Eugenio Beltrami
Solomon Lefschetz	Solomon Lefschetz
Serge Lang	Serge Lang
Jean Dieudonne	Jean Dieudonné
Andrey Nikolayevich Tychonoff	Andrey Nikolayevich Tikhonov
220 (nonm)	220 (number)
Ambler, Pennsilvani	Ambler, Pennsylvania
Adrian, Georgie	Adrian, Georgia
Adrian, Missouri	Adrian, Missouri
Carver, Massachusetts	Carver, Massachusetts
Escondido, Kalifòni	Escondido, California
Brothertown, Wisconsin	Brothertown, Wisconsin
Bipèd	Bipedalism
Erwin Kreyszig	Erwin Kreyszig
Chauncey, Ohio	Chauncey, Ohio
Hanover, Minnesota	Hanover, Minnesota
Pinedale, Wyoming	Pinedale, Wyoming
Oak Ridge, Missouri	Oak Ridge, Missouri
Estherville, Iowa	Estherville, Iowa
233 (nonm)	233 (number)
Koulè segondè	Secondary color
Koulè konplemantè	Complementary colors
Wheelwright, Kentucky	Wheelwright, Kentucky
Nikolai Luzin	Nikolai Luzin
Ivan Mikheevich Pervushin	Ivan Mikheevich Pervushin
Harrogate, Tennessee	Harrogate, Tennessee
Peever, Dakota disid	Peever, South Dakota
Leonard Jimmie Savage	Leonard Jimmie Savage
Tabor, Dakota disid	Tabor, South Dakota
Kennett, Missouri	Kennett, Missouri
Santaquin, Utah	Santaquin, Utah
Prescott Valley, Arizona	Prescott Valley, Arizona
Morrison, Ilinwa	Morrison, Illinois
Decker, Indiana	Decker, Indiana
Hanford, Kalifòni	Hanford, California
Seabrook, New Hampshire	Seabrook, New Hampshire
West Milford, New Jersey	West Milford, New Jersey
Charles-Eugène Delaunay	Charles-Eugène Delaunay
New Smyrna Beach, Florid	New Smyrna Beach, Florida
586 (menm non)	586 (disambiguation)
Porcuna (Jaén)	Porcuna
Deerfield, Massachusetts	Deerfield, Massachusetts
Primm, Nevada	Primm, Nevada
Clearlake, Kalifòni	Clearlake, California
Spanish Springs, Nevada	Spanish Springs, Nevada
Panaca, Nevada	Panaca, Nevada
Kanpèch	Haematoxylum campechianum
East Cape Girardeau, Ilinwa	East Cape Girardeau, Illinois
Chittagong	Chittagong
Ipswich, Massachusetts	Ipswich, Massachusetts
Kutztown, Pennsilvani	Kutztown, Pennsylvania
Adrien Douady	Adrien Douady
Almaluez	Almaluez
Hokah, Minnesota	Hokah, Minnesota
Bell, Kalifòni	Bell, California
McCall, Idaho	McCall, Idaho
Maurice Kendall	Maurice Kendall
Duane Cooper	Duane Cooper
Megh Nad Saha	Meghnad Saha
Sebring, Ohio	Sebring, Ohio
Jacques Ozanam	Jacques Ozanam
Rock Springs, Wyoming	Rock Springs, Wyoming
Régis Debray	Régis Debray
Ellsworth, Ilinwa	Ellsworth, Illinois
Vetivè	Chrysopogon zizanioides
Langdon, New Hampshire	Langdon, New Hampshire
Clinton, Oklahoma	Clinton, Oklahoma
Little Roy	Little Roy
Blue Springs, Missouri	Blue Springs, Missouri
Buda, Texas	Buda, Texas
231 (nonm)	231 (number)
Advance, Missouri	Advance, Missouri
Pierre Varignon	Pierre Varignon
Starkey, New York	Starkey, New York
Tamariyo	Tamarillo
Oliver Lodge	Oliver Lodge
Joseph Plateau	Joseph Plateau
Harold Jeffreys	Harold Jeffreys
Ovil	Ovule
Lucky Dube	Lucky Dube
Louis Slotin	Louis Slotin
Pras Michel	Pras
Alan Weinstein	Alan Weinstein
Donald Spencer	Donald C. Spencer
Jean de Beaugrand	Jean de Beaugrand
Oscar Zariski	Oscar Zariski
Shlomo Sternberg	Shlomo Sternberg
Gustavus Simmons	Gustavus Simmons
Yuri Ershov	Yury Yershov
Naum Vilenkin	Naum Ya. Vilenkin
Edwin Spanier	Edwin Spanier
Leonard Carlitz	Leonard Carlitz
Jogesh Pati	Jogesh Pati
Jonathan Borwein	Jonathan Borwein
King Stitt	King Stitt
John Greaves	John Greaves
Dudley Littlewood	Dudley E. Littlewood
Bruce Berndt	Bruce C. Berndt
Edward Nelson	Edward Nelson
Irving Segal	Irving Segal
Francis Murray	Francis Joseph Murray
Robert Alexander Rankin	Robert Alexander Rankin
Francis Sowerby Macaulay	Francis Sowerby Macaulay
Roland Dobrushin	Roland Dobrushin
Simon Norton	Simon P. Norton
Morgan Crofton	Morgan Crofton
Nathan Isgur	Nathan Isgur
Gilles de Roberval	Gilles de Roberval
Louis Poinsot	Louis Poinsot
Damon Wayans	Damon Wayans
Raoul Cédras	Raoul Cédras
Barbourmeade, Kentucky	Barbourmeade, Kentucky
Rockwall, Texas	Rockwall, Texas
Vladimir Abramovich Rokhlin	Vladimir Abramovich Rokhlin
Bethalto, Ilinwa	Bethalto, Illinois
Degre	Degree
San Carlos, Kalifòni	San Carlos, California
Solana Beach, Kalifòni	Solana Beach, California
Edison, Nebraska	Edison, Nebraska
Moore, Idaho	Moore, Idaho
Begíjar (Jaén)	Begíjar
Dungannon, Vijini	Dungannon, Virginia
Wheatland, Missouri	Wheatland, Missouri
Jenkinsburg, Georgie	Jenkinsburg, Georgia
East Germantown, Indiana	East Germantown, Indiana
Richwood, Lwizyana	Richwood, Louisiana
Hattiesburg, Mississippi	Hattiesburg, Mississippi
Luling, Lwizyana	Luling, Louisiana
Vernonia, Oregon	Vernonia, Oregon
Michie, Tennessee	Michie, Tennessee
Hunts Point, Washington	Hunts Point, Washington
North Harmony, New York	North Harmony, New York
Palm Beach Shores, Florid	Palm Beach Shores, Florida
Long Point, Ilinwa	Long Point, Illinois
Lev Schnirelmann	Lev Schnirelmann
American Falls, Idaho	American Falls, Idaho
Mayville (Dakota dinò)	Mayville, North Dakota
Clark, Pennsilvani	Clark, Pennsylvania
Jules Antoine Lissajous	Jules Antoine Lissajous
Paragonah, Utah	Paragonah, Utah
Waterloo, Oregon	Waterloo, Oregon
Disip	Disciple
Piyon (komin)	Pignon
Salem, Missouri	Salem, Missouri
Hightstown, New Jersey	Hightstown, New Jersey
Parker, Kolorado	Parker, Colorado
White, Georgie	White, Georgia
Chester, Wisconsin	Chester, Wisconsin
Mammoth, Arizona	Mammoth, Arizona
Westborough, Massachusetts	Westborough, Massachusetts
Whitehall, New York	Whitehall, New York
Richmond, Massachusetts	Richmond, Massachusetts
Peru, Indiana	Peru, Indiana
Pandora, Ohio	Pandora, Ohio
Sylvania, Ohio	Sylvania, Ohio
Des Plaines, Ilinwa	Des Plaines, Illinois
Milford, Utah	Milford, Utah
Malibu, Kalifòni	Malibu, California
Golden City, Missouri	Golden City, Missouri
Paradise, Kalifòni	Paradise, California
Centennial, Kolorado	Centennial, Colorado
Antimony, Utah	Antimony, Utah
Lacona, New York	Lacona, New York
Falfurrias, Texas	Falfurrias, Texas
Hometown, Ilinwa	Hometown, Illinois
Ulster, New York	Ulster, New York
Celina, Ohio	Celina, Ohio
Norwalk, Ohio	Norwalk, Ohio
Pis	Flea
College Park, Georgie	College Park, Georgia
Chansòl (komin)	Chansolme
Houma, Lwizyana	Houma, Louisiana
Portage, Ohio	Portage, Ohio
Antoine de Laloubère	Antoine de Laloubère
Şehrazat	Şehrazat
Carlisle, Iowa	Carlisle, Iowa
Wheaton, Kansas	Wheaton, Kansas
Old Orchard Beach, Maine	Old Orchard Beach, Maine
Milo, Missouri	Milo, Missouri
Stone Creek, Ohio	Stone Creek, Ohio
Carbondale, Kolorado	Carbondale, Colorado
Holland, Texas	Holland, Texas
Newport, Nebraska	Newport, Nebraska
Savoy, Ilinwa	Savoy, Illinois
Afton, Wyoming	Afton, Wyoming
Leonard Bairstow	Leonard Bairstow
West Allis, Wisconsin	West Allis, Wisconsin
Goodell, Iowa	Goodell, Iowa
Dana, Indiana	Dana, Indiana
Iva, Kawolin disid	Iva, South Carolina
Porter, Maine	Porter, Maine
Killbuck, Ohio	Killbuck, Ohio
Peter Barlow	Peter Barlow (mathematician)
Evergreen Park, Ilinwa	Evergreen Park, Illinois
Hanover Park, Ilinwa	Hanover Park, Illinois
John Hubbard	John Hubbard (Maine politician)
Matie	Gospel of Matthew
Goshen, Massachusetts	Goshen, Massachusetts
Everett, Washington	Everett, Washington
Siklòn Ike	Hurricane Ike
Agenor	Agenor
Peryòd (jewoloji)	Period (geology)
193 (menm non)	193 (disambiguation)
Agoura Hills, Kalifòni	Agoura Hills, California
119 (menm non)	119 (disambiguation)
300 (menm non)	300 (disambiguation)
190 (menm non)	190 (disambiguation)
195 (menm non)	195 (disambiguation)
192 (menm non)	192 (disambiguation)
191 (menm non)	191 (disambiguation)
194 (menm non)	194 (disambiguation)
129 (menm non)	129 (disambiguation)
196 (menm non)	196 (disambiguation)
212 (menm non)	212 (disambiguation)
180 (menm non)	180 (disambiguation)
143 (menm non)	143 (disambiguation)
1776 (menm non)	1776 (disambiguation)
457 (menm non)	457 (disambiguation)
424 (menm non)	424 (disambiguation)
355 (menm non)	355 (disambiguation)
312 (menm non)	312 (disambiguation)
419 (menm non)	419 (disambiguation)
305 (menm non)	305 (disambiguation)
306 (menm non)	306 (disambiguation)
221 (menm non)	221 (disambiguation)
442 (menm non)	442 (disambiguation)
456 (menm non)	456 (disambiguation)
341 (menm non)	341 (disambiguation)
443 (menm non)	443 (disambiguation)
436 (menm non)	436 (disambiguation)
435 (menm non)	435 (disambiguation)
429 (menm non)	429 (disambiguation)
214 (menm non)	214 (disambiguation)
224 (menm non)	224 (disambiguation)
302 (menm non)	302 (disambiguation)
Abandone	Abandon
Djibouti (menm non)	Djibouti (disambiguation)
Agudo	Agudo, Rio Grande do Sul
24 (menm non)	24 (disambiguation)
Agranman	Agama
973 (menm non)	973 (disambiguation)
707 (menm non)	707 (disambiguation)
11 (menm non)	11 (disambiguation)
494 (menm non)	494 (disambiguation)
509 (menm non)	509 (disambiguation)
717 (menm non)	717 (disambiguation)
406 (menm non)	406 (disambiguation)
808 (menm non)	808 (disambiguation)
601 (menm non)	601 (disambiguation)
731 (menm non)	731 (disambiguation)
515 (menm non)	515 (disambiguation)
501 (menm non)	501 (disambiguation)
401 (menm non)	401 (disambiguation)
800 (menm non)	800 (disambiguation)
511 (menm non)	511 (disambiguation)
323 (menm non)	323 (disambiguation)
455 (menm non)	455 (disambiguation)
502 (menm non)	502 (disambiguation)
556 (menm non)	556 (disambiguation)
508 (menm non)	508 (disambiguation)
488 (menm non)	488 (disambiguation)
476 (menm non)	476 (disambiguation)
313 (menm non)	313 (disambiguation)
54 (menm non)	54 (disambiguation)
512 (menm non)	512 (disambiguation)
Palm Desert, Kalifòni	Palm Desert, California
Mèvèy	Marvel
1900 (menm non)	1900 (disambiguation)
420 (menm non)	420 (disambiguation)
Cromwell, Connecticut	Cromwell, Connecticut
