អាហ្វ្រិក	Africa
ការបោះឆ្នោតជ្រើសតាំងតំណាងរាស្ត្រ នីតិកាលទី៥ ឆ្នាំ២០១៣	Cambodian general election, 2013
កន្លះបរិមាត្រ	Semiperimeter
សាកលវិទ្យាល័យ ន័រតុន	Norton University
គ្រោះមហន្តរាយ	Disaster
អនុគមន៍គុយ-តែតតា	Q-theta function
ពិធីបុណ្យអុំទូក	Water Festival
វិគីភីឌា:Reference desk	Wikipedia:Reference desk
ទំព័រគំរូ:Authority control	Template:Authority control
ទំព័រគំរូ:Quote	Template:Quote
ភ្នំសុមេរុ	Sumeru
ទំព័រគំរូ:Wikipedia languages	Template:Wikipedia languages
ទំព័រគំរូ:Location map Scotland	Template:Location map UK Scotland
ទំព័រគំរូ:Location map England	Template:Location map UK England
ចំណាត់ថ្នាក់ក្រុម:សេដ្ឋកិច្ច	Category:Economics
វិគីភីឌា:សុំប្តូរអត្តនាម	Wikipedia:Changing username
ចំណាត់ថ្នាក់ក្រុម:ជនជាតិ ភាគតិច ក្នុង ប្រទេស កម្ពុជា	Category:Ethnic groups in Cambodia
វិគីភីឌា:Oversight	Wikipedia:Oversight
វិគីភីឌា:IP block exemption	Wikipedia:IP block exemption
ចំណាត់ថ្នាក់ក្រុម:Container categories	Category:Container categories
វិគីភីឌា:រូបយន្ត	Wikipedia:Bots
ចំណាត់ថ្នាក់ក្រុម:Hidden categories	Category:Hidden categories
សមីការឌីផេរ៉ង់ស្យែលទ្វេធា	Binomial differential equation
ទេវតា	Deva (Buddhism)
ក្រលាផ្ទៃរង្វង់	Area of a disk
វិសមភាពភីត្រឹ	Peetre's inequality
ទំព័រគំរូ:WP:UBS	Template:WP:UBS
អេហ៊្សីប	Egypt
វេយ្យាករណ៍ភាសាខ្មែរ	Khmer grammar
ជំនួយ:ទំព័រគំរូ	Help:Template
ឦសានវម៌្មទី១	Isanavarman I
វិគីភីឌា:វិគីគម្រោង	Wikipedia:WikiProject
ខុទ្ទកបាឋ	Khuddakapatha
ក្រសួងការបរទេស និងសហប្រតិបត្តិការអន្តរជាតិ	Ministry of Foreign Affairs and International Cooperation (Cambodia)
ទំព័រគំរូ:Bot	Template:Bot
វិគីភីឌា:អ្វីៗដែលវិគីភីឌាមិនអនុញ្ញាត	Wikipedia:What Wikipedia is not
ឧទ្យានជាតិបុទុមសាគរ	Botum Sakor National Park
អាម៉ុក	Amok trey
កាណាដា	Canada
វិសមភាព ស្ទេហ្វេនសេន	Steffensen's inequality
ចំណាត់ថ្នាក់ក្រុម:ប្រទេសអាយឡែន	Category:Iceland
វិគីភីឌា:អំពីវិគីភីឌា	Wikipedia:About
ចំណាត់ថ្នាក់ក្រុម:ខ្នាតក្រលាផ្ទៃ	Category:Units of area
ជំនួយ:ពាក្យទិព្វ	Help:Magic words
សហព័ន្ធខ្មែរកម្ពុជាក្រោម	Khmers Kampuchea-Krom Federation
វិគីភីឌា:Database reports	Wikipedia:Database reports
ទំព័រគំរូ:Flagicon	Template:Flagicon
ចំណាត់ថ្នាក់ក្រុម:អឺរ៉ុប	Category:Europe
ចំណាត់ថ្នាក់ក្រុម:បច្ចេកវិទ្យា	Category:Main topic classifications
ចំណាត់ថ្នាក់ក្រុម:ជំនួយក្នុងវិគីភីឌា	Category:Wikipedia help
វិគីភីឌា:ទំព័រអ្នកប្រើប្រាស់	Wikipedia:User pages
វិគីភីឌា:ព្រឹត្តិការណ៍​ថ្មីៗ	Portal:Current events
ទំព័រគំរូ:Documentation	Template:Documentation
វិគីភីឌា:អ្នកប្រើប្រាស់	Wikipedia:User access levels
ចំណាត់ថ្នាក់ក្រុម:Wikipedia pages with incorrect protection templates	Category:Wikipedia pages with incorrect protection templates
វិគីភីឌា:Protection policy	Wikipedia:Protection policy
អាជ្ញាធរអប្សរា	APSARA
វិគីភីឌា:WikiLove	Wikipedia:WikiLove
វិគីភីឌា:Userboxes	Wikipedia:Userboxes
វិគីភីឌា:ហត្ថលេខា	Wikipedia:Signatures
វិគីភីឌា:អត្ថបទខ្លីមិនពេញលេញ	Wikipedia:Stub
វិគីភីឌា:លក្ខណៈវិនិច្ឆ័យនៃលុបជាបន្ទាន់	Wikipedia:Criteria for speedy deletion
វិគីភីឌា:Most wanted articles	Wikipedia:Requested articles
អភិធម្មត្ថសង្គហ	Abhidhammattha-sangaha
ចំណាត់ថ្នាក់ក្រុម:ទំព័រអសង្ស័យកម្ម អំពីឈ្មោះទីកន្លែង	Category:Place name disambiguation pages
គណៈកម្មាធិការទទួលស្គាល់គុណភាពអប់រំនៃកម្ពុជា	Accreditation Committee of Cambodia
្ឞ្ញ ហ្សអិ-អិអៀ	Sung Jae-gi
កសិកម្មនៅកម្ពុជា	Agriculture in Cambodia
Aki Ra	Aki Ra
ខេត្តមេគង្គ	Cửu Long Province
ទំព័រគំរូ:Facebook navbox	Template:Facebook navbox
អនត្តលក្ខណសូត្រ	Anattalakkhana Sutta
ឃុំអណ្តើកហែប	Andaeuk Haeb
ស្រុកអណ្តូងមាស	Andoung Meas District
ស្រុកអង្គស្នួល	Angk Snuol District
ស្រាបៀរ អង្គរ	Angkor Beer
ឃុំអង្គរបាន (ស្រុកសំពៅលូន)	Angkor Ban
ស្រុកអង្គរបុរី	Angkor Borei District
ស្រុកអង្គរជ័យ	Angkor Chey District
សាកលវិទ្យាល័យអង្គរ	Angkor University
ស្រុកអង្គរធំ	Angkor Thom District
ឃុំអន្លង់រុន	Anlong Run
ឃុំអន្លង់វិល	Anlong Vil
ស្រុកឱរ៉ាល់	Aoral District
វិគីភីឌា:Huggle	Wikipedia:Huggle
អ្នកយកការណ៍នៅទ្វីបអាស៊ី (Asian Correspondent)	Asian Correspondent
វិសមភាព អាស្គី-ហ្គាស្ពើ	Askey–Gasper inequality
ស្រុកបាភ្នំ	Ba Phnum District
ទំព័រគំរូ:Softredirect	Template:Soft redirect
ទំព័រគំរូ:លុបជាបន្ទាន់	Template:Db
ស្រុកបាកាន	Bakan District
ស្រុកបាណន់	Banan District, Battambang Province
ស្រុកបានលុង	Banlung District
ឃុំបន្សាយត្រែង	Bansay Traeng
ស្រុកបន្ទាយអំពិល	Banteay Ampil District
ស្រុកបន្ទាយមាស	Banteay Meas District
ឃុំបន្ទាយនាង	Banteay Neang
ស្រុកបន្ទាយស្រី	Banteay Srei District
ស្រុកបរកែវ	Bar Kaev District
ឃុំបារាំងធ្លាក់	Barang Thleak
ស្រុកបារាយណ៍	Baray District
ស្រុកបរិបូណ៌	Baribour District
ស្រុកបរសេដ្ឋ	Basedth District
ឃុំបត់ត្រង់	Bat Trang (khum of Cambodia)
ស្រុកបាធាយ	Batheay District
ស្រុកបាទី	Bathi District
ក្រុងបាត់ដំបង	Battambang District
បវេល	Bavel
ឃុំបវេល	Bavel (commune)
ស្រុកបវេល	Bavel District
ឃុំបាយដំរាំ	Bay Damram
ស្រុកកៀនស្វាយ	Kien Svay District
ដែនជំរកសត្វព្រៃបឹងពេរ	Beng Per Wildlife Sanctuary
ភទ្ទាកាបិលានី	Bhadda Kapilani
ក្លោងទ្វារ:ចិន	Portal:China
វិគីភីឌា:វិគីគម្រោង ជីវប្រវត្តិ	Wikipedia:WikiProject Biography
ជំនួយ:ប្រអប់ព័ត៌មាន	Help:Infobox
ប្រសព្វរវាងបន្ទាត់និងប្លង់	Line–plane intersection
កម្ពុជាសម័យទំនើប	Modern Cambodia
មណីមេខលា	Manimekhala
រីម គីន	Rim Kin
យុគអន្ធកាលនៃកម្ពុជា	Dark ages of Cambodia
ការត្រួតត្រារបស់ជប៉ុននៅកម្ពុជា	Japanese occupation of Cambodia
ឫសទី១២នៃ២	Twelfth root of two
នរោត្តម មុនីនាថ សីហនុ	Norodom Monineath
រដ្ឋប្រហារកម្ពុជាឆ្នាំ១៩៧០	Cambodian coup of 1970
ប្រជុំរឿងព្រេងខ្មែរ	Preah Botumthera Som
សាវ័កព្រះពុទ្ធ	Sāvakabuddha
តេលេសុខភាព	Telehealth
របៀបសសេរស្គ្រីប	Scriptment
ទូរទស្សន៍ជាតិកម្ពុជា	National Television of Kampuchea
ស្រុកមោងឫស្សី	Moung Ruessei District
ស្រុកសៀមបូក	Siem Bouk District
ស្រុកស្វាយជ្រំ	Svay Chrom District
ស្រុកសេសាន	Sesan District
ស្រុកគងពិសី	Kong Pisei District
ស្រុកស្វាយចេក	Svay Chek District
ស្រុករវៀង	Rovieng District
ក្រុងស្វាយរៀង	Svay Rieng District
ស្រុកកំពង់លែង	Kampong Leaeng District
ស្រុកត្បូងឃ្មុំ	Tboung Khmum District
ស្រុកកោះអណ្ដែត	Kaoh Andaet District
ស្រុកជាំក្សាន្ត	Choam Khsant District
ស្រុកម៉ាឡៃ	Malai District
ស្រុកថ្ពង	Thpong District
ស្រុករមាសហែក	Romeas Haek District
ស្រុកស្ទឹងត្រង់	Stueng Trang District
ស្រុកព្រៃឈរ	Prey Chhor District
ស្រុកជ័យសែន	Chey Saen District
ស្រុកឈូក	Chhouk District
ស្រុកឆែប	Chhaeb District
ស្រុកពញាក្រែក	Ponhea Kraek District
ស្រុកសិរីសោភ័ណ	Serei Saophoan District
ស្រុកសង្គមថ្មី	Sangkom Thmei District
ស្រុកភ្នំស្រួច	Phnom Sruoch District
ស្រុកគូលែន	Kuleaen District
ស្រុកចន្រ្ទា	Chanthrea District
ស្រុករំដួល	Romdoul District
ការប្រមូលទិន្នន័យ	Data collection
ស្រុកឧដុង្គ	Odongk District
ស្រុកអូរជ្រៅ	Ou Chrov District
ស្រុកអូររាំង	Ou Reang District
ស្រុកស្នួល	Snuol District
ក្រុងដូនកែវ	Doun Kaev District
ស្រុកសៀមរាប	Siem Reap District
ស្រុកបទុមសាគរ	Botum Sakor District
ស្រុកស្វាយទាប	Svay Theab District
ស្រុកគិរីសាគរ	Kiri Sakor District
ស្រុកកញ្ជ្រៀច	Kanhchriech District
ស្រុកសម្បូរ	Sambour District
ស្រុកកំពង់ត្របែក	Kampong Trabaek District
ស្រុកវាលវែង	Veal Veang District
ស្រុកជុំគិរី	Chum Kiri District
ស្រុកត្រាំកក់	Tram Kak District
ស្រុកប្រាសាទបាគង	Prasat Bakong District
ស្រុកស្ទឹងហាវ	Stueng Hav District
ស្រុកភ្នំក្រវាញ	Phnum Kravanh District
ស្រុកព្រៃកប្បាស	Prey Kabbas District
ស្រុកកំចាយមារ	Kamchay Mear District
ស្រុកពាមជរ	Peam Chor District
ស្រុកសង្កែ	Sangkae District
ស្រុកមណ្ឌលសីមា	Mondol Seima District
ស្រុកក្រចេះ	Kratié District
ស្រុកទ្រាំង	Treang District
ស្រុកព្រែកប្រសព្វ	Preaek Prasab District
ក្រុងសែនមនោរម្យ	Senmonorom District
ស្រុកសៀមប៉ាង	Siem Pang District
ក្រុងស្ទឹងត្រែង	Stung Treng District
ស្រុកសំពៅមាស	Sampov Meas District
