ਅਫ਼ਰੀਕਾ	Africa
ਫ਼ਿਰੋਜ਼ਸ਼ਾਹ ਦੀ ਲੜਾਈ	Battle of Ferozeshah
ਸਿਲੀਕਾਨ ਡਾਈਆਕਸਾਈਡ	Silicon dioxide
ਦਾ ਟਵਾਈਲਾਈਟ ਸਾਗਾ: ਨਿਊ ਮੂਨ (ਫ਼ਿਲਮ)	The Twilight Saga: New Moon
ਹੋਪੀ	Hopi
ਨਾਥ	Nath
ਸਿੱਕਰੀ	Dandruff
ਮਾਦੀਰਾ ਦਰਿਆ	Madeira River
ਮੌਤ ਦੀ ਘਾਟੀ	Death Valley
ਆਰਕਾਈਵ	ArXiv
ਕਾਲਾ ਦਰਿਆ (ਐਮਾਜ਼ਾਨ)	Rio Negro (Amazon)
ਅਕਾਲ ਤਖ਼ਤ	Akal Takht
ਅਮਰੀਕੀ ਜੰਗ ਸਮਾਰਕ, ਜਿਬਰਾਲਟਰ	American War Memorial, Gibraltar
ਹਾਵਰਡ ਜਿਨ	Howard Zinn
ਪੀਐਰੇ ਫ਼ਲੋਟ	Pierre Flotte
ਪਿਦਰ	The Father (1996 film)
ਸੂਰਜੀ ਭਾਂਬੜ	Solar flare
ਪੁਸ਼ਯਮਿਤਰ ਸ਼ੁੰਗ	Pushyamitra Sunga
ਗੈਸਟ੍ਰੋਐਂਟਰਾਲੋਜੀ	Gastroenterology
ਪੇਰਮੇਤ ਜਿਲਾ	Përmet District
ਭੀਮਸੇਨ ਜੋਸ਼ੀ	Bhimsen Joshi
ਬਲਖ਼ ਸੂਬਾ	Balkh Province
ਕੁਮਾਰ ਗੰਧਰਵ	Kumar Gandharva
ਮਸ਼ਹਦ	Mashhad
ਨਰਸਿੰਗ	Nursing
ਪਾਕਪਤਨ ਜ਼ਿਲਾ	Pakpattan District
ਕ੍ਰਿਸ਼ਨ ਦੇਵ ਰਾਏ	Krishnadevaraya
ਬੁਨਿਆਦੀ ਢਾਂਚਾ	Infrastructure
ਜੇਹਲਮ	Jhelum
ਪ੍ਰੋਫੈਸਰ	Professor
ਸਹਿਜੀਵਨ	Symbiosis
ਫ਼ਰਾਂਸੀਸੀ ਲੋਕ	French people
ਈਰੋਸ	Eros
ਖੁਲੀਓ ਈਗਲੇਸੀਆਸ	Julio Iglesias
ਨਿਤੀਸ਼ ਕੁਮਾਰ	Nitish Kumar
ਏਲੀ ਡੂਕੌਮੁਨ	Élie Ducommun
ਰੋਬਿਨ ਹੁੱਡ	Robin Hood
ਜ਼ਾਈਲਮ	Xylem
ਸਵੀਡਨੀ ਕਰੋਨਾ	Swedish krona
ਕੈਰੋ ਰੋਡ	Carrow Road
ਫ਼ੈਲਿਕਸ ਬਲੋਕ	Felix Bloch
ਹੁਲਦਰਿਚ ਜ਼ਵਿੰਗਲੀ	Huldrych Zwingli
ਮੁਹੰਮਦ ਮੁਸੱਦਕ	Mohammad Mosaddegh
ਗਿੱਧ	Vulture
ਜੌਂ ਪੀਆਜੇ	Jean Piaget
ਪੋਲੈਂਡੀ ਜ਼ਵੋਤੀ	Polish złoty
ਫਰਾਂਸਿਸ ਕ੍ਰਿਕ	Francis Crick
ਕੂਕੇਸ ਜ਼ਿਲਾ	Kukës District
ਰਿਪਬਲਿਕ (ਪਲੈਟੋ)	The Republic (Plato)
ਕੁਲੀਨਰਾਜ	Aristocracy
ਕਾਢ	Invention
ਕੂਰਬਿਨ ਜ਼ਿਲਾ	Kurbin District
ਤਰੋਪੋਜੇ ਜ਼ਿਲਾ	Tropojë District
ਐਮੀ ਇਨਾਮ	Emmy Award
ਮੁਗਲਾ ਸੂਬਾ	Muğla Province
ਸਟੈੱਪ	Steppe
ਜ਼ਕਾਤ	Zakat
ਹਿਮਾਚਲ ਪ੍ਰਦੇਸ਼ ਦੇ ਜ਼ਿਲੇ	List of districts of Himachal Pradesh
ਸਾਪੇਖ ਕਾਂਤੀਮਾਨ	Apparent magnitude
ਗੰਡੋਇਆ ਖਾਦ	Earthworm
ਧਰਤੀ ਦਿਵਸ	Earth Day
ਹਿੰਸਾ	Violence
ਤੀਖ਼ਵਾਨਾ	Tijuana
ਸਲੰਮਡਾਗ ਮਿਲਿਓਨੀਅਰ	Slumdog Millionaire
ਵਿਕਤੋਰ ਖਾਰਾ	Víctor Jara
ਐਡਵਰਡ ਝੀਲ	Lake Edward
ਪੁਐਬਲਾ, ਪੁਐਬਲਾ	Puebla, Puebla
ਇਗਦੀਰ ਸੂਬਾ	Iğdır Province
ਗਿੱਦੜ	Jackal
ਐਲਬਰਟ ਝੀਲ (ਅਫ਼ਰੀਕਾ)	Lake Albert (Africa)
ਕੀਵੂ ਝੀਲ	Lake Kivu
ਪੌਣਪਾਣੀ ਤਬਦੀਲੀ	Climate change
ਅਲਬਾਨੀਆਈ ਲੇਕ	Albanian lek
ਪੈਂਡਾ	Distance
ਇਰਾਨੀ ਇਨਕਲਾਬ	Iranian Revolution
ਵੁਲਵਰਹੈਂਪਟਨ	Wolverhampton
ਕੋਬਾਨੀ	Kobanî
ਥਾਮਸ ਪੇਨ	Thomas Paine
ਵਿਸ਼ਵ ਬੈਡਮਿੰਟਨ ਫੈਡਰੇਸ਼ਨ	Badminton World Federation
ਗੌਰਮਿੰਟ ਕਾਲਜ ਯੂਨੀਵਰਸਿਟੀ, ਲਹੌਰ	Government College University (Lahore)
ਪਾਸਾਰਰਹਿਤ ਮਾਤਰਾ	Dimensionless quantity
ਕਾਨੂੰਨ ਦਾ ਦਰਸ਼ਨ	Philosophy of law
ਮਿਨਰਵਾ	Minerva
ਕਾਰਸ	Kars
ਬੀਲਬਾਓ ਲਲਿਤ ਕਲਾਵਾਂ ਅਜਾਇਬ ਘਰ	Bilbao Fine Arts Museum
ਕੈ	Vomiting
ਲੋਲਿਤਾ	Lolita
ਫ਼ਰੈਂਕ ਜ਼ਾਪਾ	Frank Zappa
ਸ਼ਾਰਲਟ ਬਰੌਂਟੇ	Charlotte Brontë
ਬਹਾਦੁਰ ਸ਼ਾਹ ਜ਼ਫ਼ਰ	Bahadur Shah II
ਆਲੀਆਂਜ਼ ਖ਼ੀਵੀਏਖ਼ਾ	Allianz Riviera
ਸਿਆਹੀ	Ink
ਆਲੀਆਂਸ ਆਰੇਨਾ	Allianz Arena
ਵੈਕਿਊਲ	Vacuole
ਮੋਤੀਆਬਿੰਦ	Cataract
ਅਮਰੀਕਾ ਦੀ ਆਜ਼ਾਦੀ ਦੀ ਘੋਸ਼ਣਾ	United States Declaration of Independence
ਸਹਿਯੋਜਕੀ ਜੋੜ	Covalent bond
ਆਤਿਸ਼ਬਾਜ਼ੀ	Fireworks
ਸੂਖਮ ਛੱਲ	Microwave
ਜਿਓਰਜਿਓ ਵਾਸਾਰੀ	Giorgio Vasari
ਅਮੂਰਤ ਕਲਾ	Abstract art
ਲੇਵੀ ਸਤਰੋਸ	Claude Lévi-Strauss
ਸਰਬ ਅਧਿਕਾਰਵਾਦ	Totalitarianism
ਕਿਊਬਾਈ ਮਿਜ਼ਾਈਲ ਸੰਕਟ	Cuban Missile Crisis
ਅਗਾਮੈਮਨੌਨ	Agamemnon
ਮੁਹੰਮਦ ਰਜ਼ਾ ਪਹਿਲਵੀ	Mohammad Reza Pahlavi
ਐੱਫ਼. ਸੀ. ਪੋਰਤੋ	FC Porto
ਛਾਰਲ ਪੇਰੋ	Charles Perrault
ਵੈਂਬਲੀ ਸਟੇਡੀਅਮ	Wembley Stadium
ਗ੍ਰਾਹਮ ਗ੍ਰੀਨ	Graham Greene
ਛਾਤੀ ਦਾ ਕੈਂਸਰ	Breast cancer
ਲੇਸ	Viscosity
ਵਿਅੰਗ	Satire
ਸਟਾਨਿਸਲਾਓ ਕੈਨਿਜਾਰੋ	Stanislao Cannizzaro
ਅਰਾਫ਼ੁਰਾ ਸਮੁੰਦਰ	Arafura Sea
ਦੇਲੀ ਬਲਿੰਦ	Daley Blind
ਬਾਇਓ ਬਾਲਣ	Biofuel
ਭੁਪਾਲ ਗੈਸ ਕਾਂਡ	Bhopal disaster
ਭਾਰਤ ਦੀ ਵੰਡ	Partition of India
ਮਿਥੁਨ	Gemini (astrology)
ਲਾਰਵਾ	Larva
ਬਰਤਾਨਵੀ ਰਾਜ	British Raj
ਹੀਊ ਜੈਕਮੈਨ	Hugh Jackman
ਹਰਟ ਆਫ਼ ਡਾਰਕਨੈਸ	Heart of Darkness
ਕੌਮੀ ਜਮਹੂਰੀ ਗਠਜੋੜ	National Democratic Alliance (India)
ਆਮ ਆਦਮੀ ਪਾਰਟੀ	Aam Aadmi Party
ਭਾਰਤ ਦਾ ਪਹਿਲਾ ਆਜ਼ਾਦੀ ਸੰਗਰਾਮ	Indian Rebellion of 1857
ਅਤਲਸ ਪਹਾੜ	Atlas Mountains
ਲੰਡਨ ਬ੍ਰਿਜ	London Bridge
ਮੈਕਬਥ	Macbeth
ਬਾਰਟੋਲੋਮੀਉ ਡਿਆਸ	Bartolomeu Dias
ਮਜ਼ਾਰ-ਏ-ਸ਼ਰੀਫ਼	Mazar-i-Sharif
ਅਰਮੀਨੀਆਈ ਦਰਾਮ	Armenian dram
ਲਕਸਰ	Luxor
ਹੀਅਰੋਨੀਮਸ ਬੌਸ਼	Hieronymus Bosch
ਜਾਕ ਦੇਰੀਦਾ	Jacques Derrida
ਰੂਸੀ-ਭਾਸ਼ਾ ਨਾਵਲਕਾਰਾਂ ਦੀ ਸੂਚੀ	List of Russian-language novelists
ਜਿਬਰਾਲਟਰ ਕਰਾਨਿਕਲ	Gibraltar Chronicle
ਜਿਬਰਾਲਟਰ ਅਜਾਇਬ-ਘਰ	Gibraltar Museum
ਬੀਂਡਾ	Cicada
ਡੀਜੇ	Disc jockey
ਮਾਨਾਕੇਮ ਬੇਗਿਨ	Menachem Begin
ਈਡੀਪਸ	Oedipus
ਗਲਫ਼ ਸਟ੍ਰੀਮ	Gulf Stream
ਡੇਲੀਆ	Dahlia
ਓਕੈਮ ਦਾ ਪਤੱਰਾ	Occam's razor
ਪ੍ਰਤੱਖਵਾਦ	Positivism
ਚੈੱਕ ਕੋਰੂਨਾ	Czech koruna
ਪਾਲ ਕਰੂਗਮੈਨ	Paul Krugman
ਐਨਾ ਕੋਰਨੀਕੋਵਾ	Anna Kournikova
ਹੈਨਰੀ ਡੇਵਿਡ ਥੋਰੋ	Henry David Thoreau
ਵੈਲਡਿੰਗ	Welding
ਕੈਬਰੇ	Cabaret
ਪ੍ਰੋਪੇਨ	Propane
ਹਰਡ ਟਾਪੂ ਅਤੇ ਮੈਕਡਾਨਲਡ ਟਾਪੂ	Heard Island and McDonald Islands
ਪਾਏਦਾਰ ਵਿਕਾਸ	Sustainable development
ਥਾਈਲੈਂਡ ਦੀ ਖਾੜੀ	Gulf of Thailand
ਦੱਖਣੀ ਤਰਾਵਾ	South Tarawa
ਕਾਰਲ ਲੂਈਸ	Carl Lewis
ਸ਼ਿਕਾਗੋ ਯੂਨੀਵਰਸਿਟੀ	University of Chicago
ਬੌਧਿਕ ਸੰਪਤੀ	Intellectual property
ਬੋਫ਼ੋਰ ਸਮੁੰਦਰ	Beaufort Sea
ਰਵਾਂਡਾਈ ਨਸਲਕੁਸ਼ੀ	Rwandan Genocide
ਹਿਮਸ	Homs
ਇਜ਼ਰਾਇਲੀ ਨਵਾਂ ਸ਼ੇਕਲ	Israeli new shekel
ਜਾਰਜ ਐਲੀਅਟ	George Eliot
ਪੰਡੋਰਾ	Pandora
ਨਿਸ਼ਾਪੁਰ	Nishapur
ਜ਼ੁਲਫਿਕਾਰ ਅਲੀ ਭੁੱਟੋ	Zulfikar Ali Bhutto
ਨਮੀਬ ਮਾਰੂਥਲ	Namib Desert
ਮੁਸ ਪ੍ਰਾਂਤ	Muş Province
ਸੰਵਾਦ	Dialogue
ਖ਼ਿਲਾਫ਼ਤ	Caliphate
ਤਿਮੋਰ ਸਮੁੰਦਰ	Timor Sea
ਲਕਸ਼ਮੀ	Lakshmi
ਆਈਸਲੈਂਡੀ ਕਰੋਨਾ	Icelandic króna
ਸਿਰਨਾਕ	Şırnak
ਐੱਸ. ਐੱਲ. ਬੇਨਫ਼ੀਕਾ	S.L. Benfica
ਕਿਸਾਨ	Farmer
ਬਾਲ ਸਾਹਿਤ	Children's literature
ਭਾਰਤੀ ਸੂਬੇ ਅਤੇ ਕੇਂਦਰੀ ਸ਼ਾਸ਼ਤ ਪ੍ਰਦੇਸ	States and union territories of India
ਸੁਲ੍ਹਾਨਾਮਾ	Treaty
ਪੋਸਤ	Papaver somniferum
ਰੋਮਾਨੀਆਈ ਲਿਊ	Romanian leu
ਧਨਾਢਰਾਜ	Plutocracy
ਦ ਪ੍ਰਿੰਸ	The Prince
ਬਿਟਕੌਇਨ	Bitcoin
ਹੈਪਾਟਾਈਟਸ	Hepatitis
ਮਹੱਤਮ ਸਾਂਝਾ ਭਾਜਕ	Greatest common divisor
ਚੀਨੀ ਨਵਾਂ ਸਾਲ	Chinese New Year
ਵਹਿਰਾਨ	Oran
ਵਿਚਾਰ	Idea
ਆਸਟਰੀਆਈ ਸਲਤਨਤ	Austrian Empire
ਚਾਬੀ	Key (lock)
ਘਾਹ ਦੀਆਂ ਪੱਤੀਆਂ	Leaves of Grass
ਕਾਲ਼ੀ ਮਾਤਾ	Kali
ਸਾਨੀਆ ਮਿਰਜ਼ਾ	Sania Mirza
ਮਨੋਕਥਾ	Fantasy
ਆਯੁਰਵੇਦ	Ayurveda
ਵਿਕਸਿਤ ਦੇਸ਼	Developed country
ਫਰਮਾ ਦੀ ਆਖਰੀ ਥਿਓਰਮ	Fermat's Last Theorem
ਅਮਰਤਿਆ ਸੇਨ	Amartya Sen
ਪਰੋਲਤਾਰੀਆ	Proletariat
ਜੀਰਾ	Cumin
ਨਾਰਵੇਈ ਕਰੋਨਾ	Norwegian krone
ਬਾਖ਼ਤਰ	Bactria
ਜਮਨਾ ਦਰਿਆ	Yamuna
ਅਰਬੀਲ	Erbil
ਥਾਮਸ ਹਾਰਡੀ	Thomas Hardy
ਕੈਲੀਫ਼ੋਰਨੀਆ ਦੀ ਖਾੜੀ	Gulf of California
ਦੌਆਲਾ	Douala
ਘਰਘੀਣ	Sphecidae
ਗਰੀਨਲੈਂਡ ਸਮੁੰਦਰ	Greenland Sea
ਓਲੰਪੀਕ ਡ ਮਾਰਸੇਈ	Olympique de Marseille
ਬੁਸ਼ਹਿਰ ਸੂਬਾ	Bushehr Province
ਤਕਲਾਮਕਾਨ ਮਾਰੂਥਲ	Taklamakan Desert
ਉਪ-ਸਹਾਰਵੀ ਅਫ਼ਰੀਕਾ	Sub-Saharan Africa
ਵਲਾਦੀਮੀਰ ਮਾਇਕੋਵਸਕੀ	Vladimir Mayakovsky
ਸ਼ੋਥਾ ਰੁਸਥਾਵੇਲੀ	Shota Rustaveli
ਯੋਮ ਕੀਪੂਰ	Yom Kippur
ਡਾਇਆਸਪੋਰਾ	Diaspora
ਲਾਤਵੀਆਈ ਲਾਤਸ	Latvian lats
ਸਿਲਵੀਆ ਪਲੈਥ	Sylvia Plath
ਲੱਤ	Leg
ਪੈਰਿਸ ਕਮਿਊਨ	Paris Commune
ਭਾਰਤ ਦਾ ਇਤਿਹਾਸ	History of India
ਵਹਿਮ-ਭਰਮ	Superstition
ਸਕੁਐਸ਼ (ਖੇਡ)	Squash (sport)
ਮੁਸਲਿਮ ਬ੍ਰਦਰਹੁੱਡ	Muslim Brotherhood
ਢੂੰਹੀ	Human back
ਕਬੀਲਾ	Tribe
ਸ਼ੈਤਾਨੀ ਧਰਮ	Satanism
ਸੇਪੂਕੂ	Seppuku
ਰਾਬਾਈ	Rabbi
ਸਨ ਸੀਰੋ (ਸਟੇਡੀਅਮ)	San Siro
ਅਲਤਾਮਿਰਾ ਦੇ ਗੁਫਾ	Cave of Altamira
ਨੰਗਬੀਜੀ ਬੂਟਾ	Gymnosperm
ਏ ਹਿਸਟਰੀ ਆਫ਼ ਵੈਸਟਰਨ ਫਿਲਾਸਫੀ	A History of Western Philosophy
ਪਲੇਗ (ਰੋਗ)	Plague (disease)
ਧਰਤ-ਗੋਲ਼ਾ	Globe
ਸ਼ਾਹਮੁਖੀ ਲਿਪੀ	Shahmukhi alphabet
ਕੰਨਿਆ	Virgo (astrology)
ਜੇ (ਸਿਰਿਲਿਕ)	Je (Cyrillic)
ਪੌਪ ਕਲਾ	Pop art
ਬਿਊਟੇਨ	Butane
ਪੋਲੋ	Polo
ਵਰਗ ਮੂਲ	Square root
ਫੇਨੂਰਡ	Feyenoord
ਕੁਰਦਿਸਤਾਨ ਸੂਬਾ	Kurdistan Province
ਤੱਕੜੀ (ਰਾਸ਼ੀ)	Libra (astrology)
ਵ੍ਰਸਚਿਕ	Scorpio (astrology)
ਮਰਕਜ਼ੀ ਸੂਬਾ	Markazi Province
ਗੁਰੂਤਾਕਰਸ਼ਣ ਦਾ ਸਰਵ-ਵਿਅਾਪੀ ਨਿਯਮ	Newton's law of universal gravitation
ਬੋਰ ਸਈਦ	Port Said
ਲਿਪਾਂਤਰਨ	Transliteration
ਸੇਂਟ ਲਾਰੰਸ ਦਰਿਆ	Saint Lawrence River
ਪਿਤਾ ਦਿਵਸ	Father's Day
ਕਾਰਬੌਕਸਿਲੀ ਤਿਜ਼ਾਬ	Carboxylic acid
ਸ਼ੈਮਪੇਨ	Champagne
ਡੈਨੀ ਬੋਏਅਲ	Danny Boyle
ਸੀ.ਐੱਨ. ਬੁਰਜ	CN Tower
ਖਾਵੀਏਰ ਬਾਰਦੇਮ	Javier Bardem
ਤਾਰਾਸ ਸ਼ੇਵਚੈਨਕੋ	Taras Shevchenko
ਜਾਨ ਕਾਰਨਫੋਰਥ	John Cornforth
ਭਾਰਤ ਦੀਆਂ ਬੋਲੀਆਂ	Languages of India
ਏਰਜਿੰਕਾਨ	Erzincan
ਕਾਦਰੀ ਸਿਲਸਿਲਾ	Qadiriyya
ਚਿਸ਼ਤੀ ਸੰਪਰਦਾ	Chishti Order
ਜਰਮੀਨਲ (ਨਾਵਲ)	Germinal (novel)
ਮਲੱਠੀ	Liquorice (confectionery)
ਬੋਲਸ਼ੋਈ ਥੀਏਟਰ ਮਾਸਕੋ	Bolshoi Theatre
ਫੌਰਸ ਇੰਡੀਆ	Force India
ਰਾਣਾ ਰੈਮਲ	Rana Raimal
ਜ਼ੇਡੀ ਸਮਿਥ	Zadie Smith
2008 ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਕੁਸ਼ਤੀ – ਪੁਰਸ਼ਾਂ ਦੀ ਫ੍ਰੀਸਟਾਇਲ 96 ਕਿਲੋਗਰਾਮ	Wrestling at the 2008 Summer Olympics – Men's freestyle 96 kg
ਧਨੀਰਾਮ ਚਾਤ੍ਰਿਕ	Dhani Ram Chatrik
ਜੌਨ ਡਨ	John Donne
ਕਾਚੀਨ ਸੂਬਾ	Kachin State
ਅਲੈਕਸੀ ਦ ਤੋਕੂਵੀਲ	Alexis de Tocqueville
ਐਡਵਰਡ ਬੀ ਟਾਇਲਰ	Edward Burnett Tylor
ਖੁੱਲ੍ਹੀ ਕਵਿਤਾ	Free verse
ਜੁਲੀਅਸ ਫਿਊਚਕ	Julius Fučík (journalist)
ਸਾਓ ਫ਼ਰਾਂਸਿਸਕੋ ਦਰਿਆ	São Francisco River
ਜਮਰੌਦ	Jamrud
ਮਹਾਰਾਜਾ ਭੁਪਿੰਦਰ ਸਿੰਘ	Bhupinder Singh of Patiala
ਭਾਈ ਰੂਪਾ	Bhai Rupa
ਸਾਈਂ ਜ਼ਹੂਰ	Saieen Zahoor
ਲਾਲ (ਬੈਂਡ)	Laal (band)
ਅਰਬ ਜਗਤ	Arab world
ਪੱਥਰ ਪ੍ਰਾਹੁਣਾ	The Stone Guest (play)
ਜ਼ੋਹਰਾ ਸਹਿਗਲ	Zohra Sehgal
ਰੱਬ ਦਾ ਰਾਜ ਤੁਹਾਡੇ ਅੰਦਰ ਹੈ	The Kingdom of God Is Within You
ਅੰਟੂ ਦਿਸ ਲਾਸਟ	Unto This Last
ਛਾਪਾਖ਼ਾਨਾ	Printing press
ਮਹਾਸ਼ਵੇਤਾ ਦੇਵੀ	Mahasweta Devi
ਪੂਰਬਲੀ ਸੰਧਿਆ	On the Eve
ਤੁਗ਼ਰਿਲ ਬੇਗ	Tughril
ਕਪਤਾਨ ਦੀ ਧੀ	The Captain's Daughter
ਉਸਤਾਦ ਜ਼ਾਕਿਰ ਹੁਸੈਨ	Zakir Hussain (musician)
ਜ਼ਾਕਿਰ ਹੁਸੈਨ	Zakir Hussain (politician)
ਲਿਊਡਮਿਲਾ ਪੈਵਲਿਚੇਨਕੋ	Lyudmila Pavlichenko
ਮਹਾਨ ਵਿਕਟੋਰੀਆ ਮਾਰੂਥਲ	Great Victoria Desert
ਸਾਰਕ	South Asian Association for Regional Cooperation
ਵਨ ਡਾਇਰੈਕਸ਼ਨ	One Direction
ਮੀਰੀਆਮ ਮਾਕੇਬਾ	Miriam Makeba
ਮਕੋ	Solanum nigrum
ਨੂਤਨ	Nutan
ਡੋਮੇਨ (ਜੀਵ-ਵਿਗਿਆਨ)	Domain (biology)
ਅਪਰਾਧਿਕ ਕਾਨੂੰਨ	Criminal law
ਗੁਰਦਾਸਪੁਰ ਜ਼ਿਲ੍ਹਾ	Gurdaspur district
ਤਨੂਜਾ	Tanuja
ਜ਼ਨਜਾਨ ਸੂਬਾ	Zanjan Province
ਕੁਬਤੀ ਲੋਕ	Copts
ਸਹਿ ਧੁਨੀ	Allophone
ਮੋਇਆਂ ਦੀ ਜਾਗ	Resurrection (novel)
ਅਜੇ ਦੇਵਗਨ	Ajay Devgan
ਜ਼ੰਸਕਾਰ ਦਰਿਆ	Zanskar River
ਮਨਿਸਾ	Manisa
੧੯੦੦ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	India at the 1900 Summer Olympics
ਕਾਜੋਲ	Kajol
ਸ਼ੰਖਪੁਸ਼ਪੀ	Convolvulus
ਜਾਦੂਈ ਯਥਾਰਥਵਾਦ	Magic realism
ਗੇਂਦਾ	Tagetes
ਬੋਧ ਵਿਗਿਆਨ	Cognitive science
੧੯੨੮ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	India at the 1928 Summer Olympics
੧੯੩੬ ਓਲੰਪਿਕ ਖੇਡਾਂ ਦੇ ਵਿੱਚ ਭਾਰਤ	India at the 1936 Summer Olympics
ਲਿਵਰ ਸਿਰੋਸਿਸ	Cirrhosis
ਅੰਨਾ ਕਾਰੇਨੀਨਾ	Anna Karenina
ਜ਼ਾਰੀਆ	Zaria
ਸ਼੍ਰੋਮਣੀ ਅਕਾਲੀ ਦਲ	Shiromani Akali Dal
ਸੁਬਰਾਮਨੀਅਮ ਚੰਦਰਸ਼ੇਖਰ	Subrahmanyan Chandrasekhar
ਓਸ਼ੋ	Rajneesh
ਲਾਜਵੰਤੀ	Mimosa pudica
ਕਬੱਡੀ	Kabaddi
ਰਾਜਾ ਈਡੀਪਸ	Oedipus the King
ਜ਼ੇ (ਸਿਰਿਲਿਕ)	Ze (Cyrillic)
ਗੁਰੂ ਦੱਤ	Guru Dutt
ਏਸ਼ੀਆਈ ਸਾਹਿਤ	Asian literature
ਜ਼ਿਲ੍ਹਾ	District
ਕੈਲਕੂਲਸ	Calculus
ਜਮਨਾ ਦਰਿਆ (ਬੰਗਲਾਦੇਸ਼)	Jamuna River (Bangladesh)
ਬਾਕਸਰ ਬਗ਼ਾਵਤ	Boxer Rebellion
ਅੰਮ੍ਰਿਤਾ ਸ਼ੇਰਗਿਲ	Amrita Sher-Gil
ਫ਼ਲੋਰਸ ਸਾਗਰ	Flores Sea
ਜ਼ੀਲੈਂਡੀਆ (ਮਹਾਂਦੀਪ)	Zealandia (continent)
﻿ਗੰਗਾ ਰਾਮ	Ganga Ram
ਅਲੈਗਜ਼ੈਂਡਰ ਦੁਬਚੇਕ	Alexander Dubček
ਮਿੱਗ 21	Mikoyan-Gurevich MiG-21
ਫਰੈਂਕਨਸਟਾਇਨ	Frankenstein
ਜਾਨ ਬੋਨ ਜੋਵੀ	Jon Bon Jovi
ਵੈਸਟਫ਼ਾਲਨ ਸਟੇਡੀਅਮ	Westfalenstadion
ਇਮਟੈੱਕ ਆਰੇਨਾ	Volksparkstadion
ਫ਼ੈਲਟਿਨਸ-ਆਰੇਨਾ	Veltins-Arena
ਤੇਹਰਾਨ ਕਾਨਫਰੰਸ	Tehran Conference
ਚੋਲ ਰਾਜਵੰਸ਼	Chola dynasty
ਆਂਦਰੇ ਮਾਲਰੋ	André Malraux
ਓਲੰਪਿਕ ਸਟੇਡੀਅਮ (ਬਰਲਿਨ)	Olympiastadion (Berlin)
ਥਾਮਸ ਕਾਰਲਾਈਲ	Thomas Carlyle
ਸਫਿੰਕਸ	Sphinx
ਗਿਉਰਗੀ ਲੂਕਾਚ	György Lukács
ਰਾਏ ਲਿਖਟਨਸਟਾਈਨ	Roy Lichtenstein
ਫਰੈਂਕਫ਼ਰਟ ਸਕੂਲ	Frankfurt School
ਸੰਕਲਪ	Concept
ਰਾਈਨਐਨਰਜੀ ਸਟੇਡੀਅਮ	RheinEnergieStadion
ਰੂਆ	Ruhr
ਡੈੱਨਮਾਰਕ ਪਣਜੋੜ	Denmark Strait
ਹੰਬੋਲਟ ਬਰਲਿਨ ਯੂਨੀਵਰਸਿਟੀ	Humboldt University of Berlin
ਪਾਲ ਇਲਯਾਰ	Paul Éluard
ਮਰਸੇਡੇਜ਼-ਬੈਂਸ ਆਰੇਨਾ (ਸ਼ਟੁੱਟਗਾਟ)	Mercedes-Benz Arena (Stuttgart)
ਬੈਟਲਸ਼ਿਪ ਪੋਤੇਮਕਿਨ	Battleship Potemkin
ਜੋਆਨ ਮੀਰੋ	Joan Miró
ਅਲਫਰੈਡ ਐਡਲਰ	Alfred Adler
ਗੁੰਨਾਰ ਮਿਰਦਲ	Gunnar Myrdal
ਜ਼ੀਰੋ ਡਾਰਕ ਥਰਟੀ	Zero Dark Thirty
ਐੱਚ.ਡੀ.ਆਈ-ਆਰੇਨਾ	Niedersachsenstadion
ਅਜਿਤ ਕੇਸ਼ਕੰਬਲੀ	Ajita Kesakambali
ਪਾਕੋ ਦੇ ਲੂਸੀਆ	Paco de Lucía
ਮਾਰਟਿਨ ਨੀਮੋਲਰ	Martin Niemöller
ਬੌਖ਼ੂਸੀਆ-ਪਾਰਕ	Borussia-Park
ਪੁਗਾਚੇਵ ਦੀ ਬਗ਼ਾਵਤ	Pugachev's Rebellion
ਮੋਸੀਨ–ਨਾਗੋਨ	Mosin–Nagant
ਚਿੰਤਾ	Anxiety
ਆਲੂ ਖਾਣੇ	The Potato Eaters
ਵੇਜ਼ਾਸ਼ਟਾਡੀਓਨ	Weserstadion
ਲੀਓਪੋਲਡ ਸੈਨਘੋਰ	Léopold Sédar Senghor
ਕਾਰਲੋਸ ਫਿਊਨਤੇਸ	Carlos Fuentes
ਨੌਰਮਨ ਬੋਰਲੌਗ	Norman Borlaug
ਹੇਪਾਟਾਈਟਿਸ ਸੀ	Hepatitis C
ਲੈਨਿਨਵਾਦ	Leninism
ਗਿਓਰਗੀ ਦਮਿਤਰੋਵ	Georgi Dimitrov
ਬੁੱਧਦੇਵ ਬਸੂ	Buddhadeb Bosu
ਇਮਰਾਨ ਖ਼ਾਨ	Imran Khan
ਰੋਹਤਾਸ ਕਿਲ੍ਹਾ	Rohtas Fort
ਕੁਲਡਿਗਾ	Kuldīga
ਲਾ ਫ਼ੋਨਕਾਲਾਦਾ	La Foncalada
