આફ્રિકા	Africa
કોયલ કુટુંબ	Koel
માયાવતી	Mayawati
કસ્તુરબા	Kasturba Gandhi
ઈન્દ્રા નૂયી	Indra Nooyi
આરણ્યક ગ્રંથો	Aranyaka
દૈયડ	Oriental magpie-robin
મણીનગર, અમદાવાદ	Maninagar
જીન્દ જિલ્લો	Jind district
દોડવીર મિલખા સિંઘ	Milkha Singh
ભારતનાં રાજ્યોના મુખ્ય મંત્રીઓ	List of current Indian chief ministers
આશ્રમશાળા	Boarding school
અમરાવતી	Amravati
નવજોત સિધ્ધુ	Navjot Singh Sidhu
અમેરિકન ગૅંગ્સ્ટર	American Gangster (film)
વર્ચ્યુઅલાઈઝેશન	Virtualization
મહા નદી	Mahanadi
દિલ્હી મેટ્રો રેલ	Delhi Metro
વિંધ્યાચલ	Vindhya Range
દિસપુર	Dispur
ભારતમાં સત્તાવાર દરજ્જો ધરાવતી ભાષાઓ	Languages with official status in India
હરદ્વાર	Haridwar
લેંગકાવી	Langkawi
ઋજુ ઉદર સ્નાયુ	Rectus abdominis muscle
સાગુઆરો (થોર)	Saguaro
સીતાફળ	Annona squamosa
બાળપણ	Childhood
માહે	Mahé, India
એશિયાઇ ચિત્તો	Asiatic cheetah
કુન્નુર	Coonoor
વંદે માતરમ્	Vande Mataram
કડ્ડલોર	Cuddalore
શ્વેતાંબર	Śvētāmbara
યવતમાળ	Yavatmal
ગઝલ	Ghazal
શિમોગા	Shimoga
સફેદ પીઠ ગીધ	White-backed vulture
ભારતીય રાષ્ટ્રીય રાજમાર્ગ પ્રાધિકરણ	National Highways Authority of India
સર્પગ્રીવા	Oriental darter
ખેરખટ્ટો	Rufous treepie
ઓલિવ રિડલી દરીયાઈ કાચબો	Olive ridley sea turtle
તલાશ (ચલચિત્ર)	Talaash: The Answer Lies Within
બાબા રામદેવ	Ramdev
એબીએન એમ્રો	ABN AMRO
ચંપાવત જિલ્લો	Champawat district
ગૌરીશંકર ઉદયશંકર ઓઝા	Gaurishankar Udayshankar
લારા દત્તા	Lara Dutta
ટિલોર	Houbara bustard
એકે ૧૦૧	AK-101
એકે-૧૦૩	AK-103
એસ્ટ્રોસેટ	Astrosat
માડીકેરી	Madikeri
અમૃતા રાવ	Amrita Rao
વેલ્લોર	Vellore
આકાશ (ટૅબ્લેટ)	Aakash (tablet)
ઇડ્ડક્કિ જિલ્લો	Idukki district
વલસાડ	Valsad
એરન સ્વાર્ટઝ	Aaron Swartz
બૌઢ	Boudh
હોશિયારપુર જિલ્લો	Hoshiarpur district
મિડાસ	Midas
કાટવર્ણી ટપકાંવાળી બિલાડી	Rusty-spotted cat
આમળાં	Phyllanthus emblica
હિમાલયન પાઈકા	Himalayan pika
નેપોલિયન હિલ	Napoleon Hill
રોહુ માછલી	Rohu
બુમલા માછલી	Bombay duck
કનિષ્ક	Kanishka
સંત કબીર	Kabir
નથુરામ ગોડસે	Nathuram Godse
મહેશ ભૂપતિ	Mahesh Bhupathi
લોકમાન્ય ટિળક	Bal Gangadhar Tilak
ગુરુ ગોવિંદસિંહ	Guru Gobind Singh
તુલસીદાસ	Tulsidas
ગોપાલ કૃષ્ણ ગોખલે	Gopal Krishna Gokhale
ભારતના રાષ્ટ્રપતિ	President of India
ડોનાલ્ડ બ્રેડમેન	Donald Bradman
કૂચબિહાર	Cooch Behar
જગદીશચંદ્ર બોઝ	Jagadish Chandra Bose
મહાત્મા જ્યોતિરાવ ફુલે	Jyotirao Phule
બાંદ્રા-વરલી સમુદ્રસેતુ	Bandra–Worli Sea Link
રહીમ	Abdul Rahim Khan-I-Khana
ગુલઝારીલાલ નંદા	Gulzarilal Nanda
સેલ્વાસ	Silvassa
સલામત મૈથુન	Safe sex
ઇન્વેસ્ટમેન્ટ બેન્કિંગ	Investment banking
બુકર ટી.વોશિંગ્ટન	Booker T. Washington
કાબરો કલકલીયો	Pied kingfisher
જમશેદજી તાતા	Jamsetji Tata
દેવ આનંદ	Dev Anand
પેરુ (ફળ)	Guava
બદામી વાઘોમડા	Brown booby
અભિમન્યુ	Abhimanyu
અભિનવ બિંદ્રા	Abhinav Bindra
અરીઠાં	Sapindus
કોલ્લમ	Kollam
ઓદાલગુરિ જિલ્લો	Udalguri district
ભારત રત્ન	Bharat Ratna
ઘી	Ghee
સારનાથ	Sarnath
સ્વાટ	SWAT
ચંદ્ર યાન	Chandrayaan-2
રાકેશ શર્મા	Rakesh Sharma
દાલ સરોવર	Dal Lake
વિક્રમ સારાભાઈ	Vikram Sarabhai
હોમી ભાભા	Homi J. Bhabha
બોસ કોર્પોરેશન	Bose Corporation
ભારતીય સિનેમા	Cinema of India
મેરી કોમ	Mary Kom
બાંયધરી (વોરંટી)	Warranty
ઓમ શાંતિ ઓમ	Om Shanti Om
વ્યાસ	Vyasa
કોટા	Kota, Rajasthan
મુરાદાબાદ	Moradabad
અનુષ્કા શેટ્ટી	Anushka Shetty
ભીમ બેટકાની ગુફાઓ	Bhimbetka rock shelters
સામાન્ય તપાસની કક્ષાની બહારનું	Paranormal
શંકર દયાલ શર્મા	Shankar Dayal Sharma
અમરીશ લાલ પુરી	Amrish Puri
રાજા રવિ વર્મા	Raja Ravi Varma
રતન તાતા	Ratan Tata
ભરતનાટ્યમ	Bharata Natyam
આર. કે. નારાયણ	R. K. Narayan
અબુલ ફઝલ	Abu'l-Fazl ibn Mubarak
પેપ્સીકો	PepsiCo
ગ્યાની ઝૈલસીંઘ	Zail Singh
રાહુલ બોસ	Rahul Bose
રાજા રામમોહનરાય	Ram Mohan Roy
ગીર રાષ્ટ્રીય ઉદ્યાન અને અભયારણ્ય	Gir Forest National Park
રજપુત	Rajput
દિવેલ	Castor oil
ગુરુદ્વારા	Gurdwara
ઉત્તર ૨૪ પરગણા જિલ્લો	North 24 Parganas district
નોબેલ પારિતોષિક વડે સન્માનીત મહાનુભાવો	List of Nobel laureates
સમય વ્યવસ્થાપન	Time management
ભારતીય ભૂમિસેના	Indian Army
આદિવાસી	Adivasi
અડદ	Vigna mungo
વિવેક રાઝદાન	Vivek Razdan
સયૌં થુંગા ફુલકા	Sayaun Thunga Phool Ka
ક્રેડિટ સૂઈસ	Credit Suisse
કૃત્રિમ પેસમેકર	Artificial cardiac pacemaker
રાયપુર (છત્તીસગઢ)	Raipur
શંકરાચાર્ય	Shankaracharya
ચિત્તાગોંગ	Chittagong
રૅનબૅક્સી લેબોરેટરીઝ લિમિટેડ	Ranbaxy Laboratories
દિલીપ કુમાર	Dilip Kumar
ભગત સિંહ	Bhagat Singh
મેઘનાદ સહા	Meghnad Saha
સુનિલ દત્ત	Sunil Dutt
સી રાજગોપાલાચારી	C. Rajagopalachari
કરૌલી	Karauli
ધર્મેન્દ્ર	Dharmendra
થાઇલેન્ડનો ઇતિહાસ	History of Thailand
મીથુન ચક્રવર્તી	Mithun Chakraborty
રાજધાની એક્ષપ્રેસ	Rajdhani Express
ક્રિયાવિશેષણ	Adverb
મોતીલાલ નહેરૂ	Motilal Nehru
માર્કો કાસાગ્રાન્ડ	Marco Casagrande
અઝીમ પ્રેમજી	Azim Premji
ઊર્જા બચત	Energy conservation
વિડિયો કેસેટ રેકોર્ડર (વીસીઆર)	Videocassette recorder
કાર્તિકેય	Kartikeya
મોલિનીઊ સ્ટેડિયમ	Molineux Stadium
સોજી	Semolina
અનિલ અંબાણી	Anil Ambani
માનવેંદ્રસિંહ ગોહીલ	Manvendra Singh Gohil
સંચય	Accrual
કોરોકોરો ટાપુ	Corocoro Island
વસ્તીવધારો	Population growth
પાટલીપુત્ર	Pataliputra
અગસ્ત્ય	Agastya
બેસિલિકા ઑફ બોમ જીસસ	Basilica of Bom Jesus
યુઇએફએ યૂરો ૨૦૧૨ સમયક્રમ	UEFA Euro 2012 knockout phase
માથ્થીની લખેલી સુવાર્તા	Gospel of Matthew
કૌસ્તુભ	Kaustubha
અગ્નિ	Agni
મરાઠી	Marathi
માગશર	Agrahayana
અમદાવાદ જિલ્લો	Ahmedabad district
સરદાર વલ્લભભાઈ પટેલ આંતરરાષ્ટ્રીય હવાઈ મથક	Sardar Vallabhbhai Patel International Airport
અહમદનગર જિલ્લો	Ahmednagar district
કારગિલ યુદ્ધ	Kargil War
ડાર્ટ (પ્રોગ્રામિંગ ભાષા)	Dart (programming language)
એર ઈન્ડિયા ફ્લાઇટ ૧૮૨	Air India Flight 182
એર ઇન્ડિયા એક્સપ્રેસ	Air India Express
સદી	Century (disambiguation)
ઇલેક્ટ્રોપ્લેટિંગ (વિદ્યુતવિઘટન દ્વારા ઢોળ ચઢાવવાની પ્રક્રિયા)	Electrogalvanization
અજમેર જિલ્લો	Ajmer district
અજમો	Ajwain
યુ.જી.કૃષ્ણમુર્તિ	U. G. Krishnamurti
કારેલું	Momordica charantia
સાંગલી	Sangli
જન્માષ્ટમી	Krishna Janmashtami
જલ (બેન્ડ)	Jal (band)
લીલા મજમુદાર	Leela Majumdar
લોપકચિહ્ન	Apostrophe
સુવર્ણ મંદિર	Golden Temple
અલવાર જિલ્લો	Alwar district
અમરનાથ (તીર્થધામ)	Amarnath Temple
આંબેડકર નગર જિલ્લો	Ambedkar Nagar district
આમેરનો કિલ્લો	Amer Fort
ઝિટ્ટારા	IMI Tavor TAR-21
ફેડએક્સ	FedEx
હસ્તિનાપુર	Hastinapur
સોલન	Solan
દમણ	Daman, Daman and Diu
મહાબળેશ્વર	Mahabaleshwar
માથેરાન	Matheran
નિલગીરી માઉન્ટેઇન રેલ્વે	Nilgiri Mountain Railway
દાર્જીલીંગ હિમાલયન રેલ્વે	Darjeeling Himalayan Railway
સાયના નેહવાલ	Saina Nehwal
મમતા સોઢા	Mamata Banerjee
પૂર્વ ઘાટ	Eastern Ghats
મીરા નાયર	Mira Nair
અપર્ણા સેન	Aparna Sen
મીરાંબાઈ	Meera
મહાદેવી વર્મા	Mahadevi Varma
અલકા યાજ્ઞિક	Alka Yagnik
કિરણ મઝુમદાર-શો	Kiran Mazumdar-Shaw
શ્વેતા તિવારી	Shweta Tiwari
ગુરુ હરકિશન	Guru Har Krishan
કેન્દ્રશાસિત પ્રદેશ	Union territory
વેરાઇઝન કમ્યુનિકેશન્સ	Verizon Communications
જીમ કોર્બેટ	Jim Corbett
સંત તુકારામ	Tukaram
ધીરુભાઈ અંબાણી	Dhirubhai Ambani
ચેસ્ટર કાર્લસન	Chester Carlson
તાનસેન	Tansen
હેરી બ્રેર્લી	Harry Brearley
મહેન્દ્ર સિંઘ ધોની	Mahendra Singh Dhoni
વિજેન્દર સિંઘ	Vijender Singh
સોનૂ નિગમ	Sonu Nigam
રીકી પોન્ટીગ	Ricky Ponting
રામફળ	Annona reticulata
બળદ	Ox
કારતક	Kartik (month)
કલ્કિ	Kalki
વિશ્વકર્મા	Vishvakarman
ભારતનું બંધારણ	Constitution of India
ગુજરાત વિધાનસભા ચૂંટણી, ૨૦૧૨	Gujarat Legislative Assembly election, 2012
નવરોઝ	Nowruz
શૈલી	Genre
એશિયાઈ રમતોત્સવ	Asian Games
એલન શીયરર	Alan Shearer
અનુકૂલન	Adaptation
એલિસ ઇન ચેઇન્સ	Alice in Chains
ગુરુ	Guru
એન્ડ્રુ કાર્નેગી	Andrew Carnegie
મગ	Mung bean
ઇ-કોમર્સ	E-commerce
ઔરંગઝેબ	Aurangzeb
રાની મુખર્જી	Rani Mukerji
આણંદ જિલ્લો	Anand district
હુમાયુ	Humayun
દુનિયાની પ્રાચીન સાત અજાયબીઓ	Seven Wonders of the Ancient World
ગંગાનગર	Sri Ganganagar
આંતલિયા	Aantaliya
અબ્રામા (જલાલપોર)	Abrama
સમોસા	Samosa
વી. ઓ. ચિદમ્બરમ પિલ્લઈ	V. O. Chidambaram Pillai
ભારતના વડાપ્રધાન	List of Prime Ministers of India
મઊ	Mau
ડી. ડબલ્યુ. સ્ટેડિયમ	DW Stadium
વિઘા	Bigha
ચોળા	Cowpea
અંતકડી	Antakshari
કાલિમપોંગ	Kalimpong
બ્રિટાનિયા સ્ટેડિયમ	Britannia Stadium
ઋષિકેશ	Rishikesh
વર્ણકોષાશય	Chromatophore
રાયડો	Brassica juncea
માનસ રાષ્ટ્રીય ઉદ્યાન	Manas National Park
ગુજરાત યુનિવર્સિટી	Gujarat University
ઇલેક્ટ્રોમાયોગ્રાફી	Electromyography
દેશી કાગડો	House crow
જંતર મંતર	Jantar Mantar (Jaipur)
બાલુશાહી	Balushahi
મણિપુરી નૃત્ય	Manipuri dance
મઠ	Vigna aconitifolia
કવ્વાલી	Qawwali
