Aprika	Africa
Mamasapano, Maguindanao	Mamasapano, Maguindanao
Chazey-Bons	Chazey-Bons
Mangudadatu, Maguindanao	Mangudadatu, Maguindanao
Matanog, Maguindanao	Matanog, Maguindanao
Daktilo (panulaan)	Dactyl (poetry)
Hilagang Kabuntalan, Maguindanao	Northern Kabuntalan, Maguindanao
Chūō, Tokyo	Chūō, Tokyo
Pagalungan, Maguindanao	Pagalungan, Maguindanao
Bunkyō, Tokyo	Bunkyō
Lupang Hinirang	Lupang Hinirang
Joseph Estrada	Joseph Estrada
Pandag, Maguindanao	Pandag, Maguindanao
Centromere	Centromere
Mandragora	Mandrake (plant)
Parang, Maguindanao	Parang, Maguindanao
Rajah Buayan, Maguindanao	Rajah Buayan, Maguindanao
Shariff Aguak, Maguindanao	Shariff Aguak, Maguindanao
Cheryl Cole	Cheryl Cole
Pulo ng Negros	Negros (island)
Shariff Saydona Mustapha, Maguindanao	Shariff Saydona Mustapha, Maguindanao
Adar	Adar
South Upi, Maguindanao	South Upi, Maguindanao
Lalawigan ng Benguela	Benguela Province
Sultan Kudarat, Maguindanao	Sultan Kudarat, Maguindanao
Sultan Mastura, Maguindanao	Sultan Mastura, Maguindanao
Sultan sa Barongis, Maguindanao	Sultan sa Barongis, Maguindanao
Kamelya (halaman)	Camellia
Talayan, Maguindanao	Talayan, Maguindanao
Sultan Sumagka, Maguindanao	Sultan Sumagka, Maguindanao
Upi, Maguindanao	Upi, Maguindanao
Vito	Vitus
Man of Many Faces	Man of Many Faces
Magnentius	Magnentius
Abuyog, Leyte	Abuyog, Leyte
Kim Novak	Kim Novak
Pagbuhat ng mga pabigat sa Palarong Olimpiko sa Tag-init 2008	Weightlifting at the 2008 Summer Olympics
Alangalang, Leyte	Alangalang, Leyte
Membranopono	Membranophone
Albuera, Leyte	Albuera, Leyte
Certines	Certines
Babatngon, Leyte	Babatngon, Leyte
Palinolohiya	Palynology
Barugo, Leyte	Barugo, Leyte
Pinyon	Pine nut
Bato, Leyte	Bato, Leyte
Pontifex Maximus	Pontifex Maximus
Burauen, Leyte	Burauen, Leyte
Calubian, Leyte	Calubian, Leyte
Albert Lutuli	Albert Lutuli
Celeste Holm	Celeste Holm
Capoocan, Leyte	Capoocan, Leyte
Carigara, Leyte	Carigara, Leyte
71 Niobe	71 Niobe
Robert Gates	Robert Gates
Dagami, Leyte	Dagami, Leyte
Dulag, Leyte	Dulag, Leyte
Kasuotang panligo't panlangoy	Swimsuit
Santa Rosa, California	Santa Rosa, California
Hilongos, Leyte	Hilongos, Leyte
Hindang, Leyte	Hindang, Leyte
Inopacan, Leyte	Inopacan, Leyte
Di-kathang isip	Non-fiction
Isabel, Leyte	Isabel, Leyte
Pang-ihaw na hiwa ng karne	Steak
Jaro, Leyte	Jaro, Leyte
Kabibe	Seashell
JTBC	JTBC
Javier, Leyte	Javier, Leyte
Julita, Leyte	Julita, Leyte
Kananga, Leyte	Kananga, Leyte
La Paz, Leyte	La Paz, Leyte
Korean Air	Korean Air
Sining ng pagtatanghal	Performance art
Leyte, Leyte	Leyte, Leyte
Percy Jackson & the Olympians	Percy Jackson & the Olympians
MacArthur, Leyte	MacArthur, Leyte
Mahaplag, Leyte	Mahaplag, Leyte
Dagat teritoryal	Territorial waters
Matag-ob, Leyte	Matag-ob, Leyte
Matalom, Leyte	Matalom, Leyte
Mayorga, Leyte	Mayorga, Leyte
Merida, Leyte	Merida, Leyte
Tama, Tokyo	Tama, Tokyo
Dornogovi Province	Dornogovi Province
Kodaira, Tokyo	Kodaira, Tokyo
Palo, Leyte	Palo, Leyte
Misyong diplomatiko	Diplomatic mission
Marlee Matlin	Marlee Matlin
Helen Hayes	Helen Hayes
Palompon, Leyte	Palompon, Leyte
Amagasaki, Hyogo	Amagasaki
Pastrana, Leyte	Pastrana, Leyte
Matsumoto, Nagano	Matsumoto, Nagano
San Isidro, Leyte	San Isidro, Leyte
San Miguel, Leyte	San Miguel, Leyte
Web komiks	Webcomic
Santa Fe, Leyte	Santa Fe, Leyte
Theraphosidae	Tarantula
Bouligneux	Bouligneux
Bény	Bény
Tabango, Leyte	Tabango, Leyte
Bolozon	Bolozon
Cormaranche-en-Bugey	Cormaranche-en-Bugey
Tabontabon, Leyte	Tabontabon, Leyte
Tanauan, Leyte	Tanauan, Leyte
Tolosa, Leyte	Tolosa, Leyte
John Millington Synge	John Millington Synge
Danica Patrick	Danica Patrick
Pagkain (gawain)	Eating
Partido Berde (Suwesya)	Green Party (Sweden)
Ginatlaang binumbong	Graduated cylinder
Kahon ng buhangin	Sandpit
Tunga, Leyte	Tunga, Leyte
Gonad ng tao	Gonad
Ingklitik	Clitic
Villaba, Leyte	Villaba, Leyte
Adachi, Tokyo	Adachi, Tokyo
147 Protogeneia	147 Protogeneia
Boyzone	Boyzone
Ralph Bunche	Ralph Bunche
Ashlee Simpson	Ashlee Simpson
Édouard Daladier	Édouard Daladier
Cyrano de Bergerac	Cyrano de Bergerac
Niobe	Niobe
Jesse James	Jesse James
Debora	Deborah
Demokratas Kristiyanos (Suwesya)	Christian Democrats (Sweden)
K-pop	K-pop
Tom Selleck	Tom Selleck
Daing (isda)	Stockfish
Babe Ruth	Babe Ruth
A Series of Unfortunate Events	A Series of Unfortunate Events
Paul Walker	Paul Walker
Lalawigan ng Annaba	Annaba Province
Lalawigan ng Khenchela	Khenchela Province
Lalawigan ng Bié	Bié Province
S/2003 J 2	S/2003 J 2
Chiyoda, Tokyo	Chiyoda, Tokyo
Edogawa, Tokyo	Edogawa, Tokyo
Batas pisikal	Physical law
Himagsikang pang-agham	Scientific revolution
Kansuswit	Lyrebird
DuckTales	DuckTales
Bellevue, Washington	Bellevue, Washington
La Paz, Baja California Sur	La Paz, Baja California Sur
Lalawigan ng Lunda Norte	Lunda Norte Province
Propesiya	Prophecy
Michelle Yeoh	Michelle Yeoh
S/2003 J 4	S/2003 J 4
173 Ino	173 Ino
Adolfo Suárez	Adolfo Suárez
177 Irma	177 Irma
Kaba Ma Kyei	Kaba Ma Kyei
Digmaang Pilipino–Amerikano	Philippine–American War
Ayaan Hirsi Ali	Ayaan Hirsi Ali
Julia Child	Julia Child
Abuhan	Ashtray
Sol Invictus	Sol Invictus
Luwang ng daambakal	Track gauge
Teoriya ng automata	Automata theory
Bonaventura Cavalieri	Bonaventura Cavalieri
Andy Williams	Andy Williams
Serapis	Serapis
Lalawigan ng Huíla	Huíla Province
Samson	Samson
Medida	Tape measure
Enlil	Enlil
Magliano in Toscana	Magliano in Toscana
Manciano (GR)	Manciano
Massa Marittima	Massa Marittima
Monte Argentario	Monte Argentario
Biyoestadistika	Biostatistics
Elfen Lied	Elfen Lied
Pisika ng kondensadong materya	Condensed matter physics
Aksidente sa Minahang Copiapó, 2010	2010 Copiapó mining accident
Blue Screen of Death	Blue Screen of Death
David Archuleta	David Archuleta
Montieri	Montieri
Orbetello	Orbetello
Leticia, Amazonas	Leticia, Amazonas
Pitigliano	Pitigliano
Roccalbegna	Roccalbegna
Roccastrada	Roccastrada
Tore ng Belem	Belém Tower
Santa Fiora	Santa Fiora
John Goodman	John Goodman
Scansano	Scansano
Scarlino	Scarlino
Pagkapukaw na seksuwal	Sexual arousal
Seggiano	Seggiano
Semproniano	Semproniano
Sorano	Sorano
Adbentismo	Adventism
Kōtō, Tokyo	Koto, Tokyo
Tuna	Scombridae
Gilid-A at gilid-B	A-side and B-side
Panahong Vediko	Vedic period
Lalawigan ng Cuando Cubango	Cuando Cubango Province
Jordin Sparks	Jordin Sparks
Mito ng paglikha	Creation myth
Carl Czerny	Carl Czerny
Fidel V. Ramos	Fidel V. Ramos
Dean Martin	Dean Martin
Lycopodiophyta	Lycopodiophyta
Iguana iguana	Green iguana
Zygomycota	Zygomycota
Lalawigan ng Batna	Batna Province
Lalawigan ng Béchar	Béchar Province
Olimpikong Himno	Olympic Hymn
Lalaking Vitruvio	Vitruvian Man
Lucas Grabeel	Lucas Grabeel
Bug	Bug
Sulat sa Bagong Tipan	Epistle
Kevin Federline	Kevin Federline
Pedolohiya (aral sa lupa)	Pedology (soil study)
Henry Morgan	Henry Morgan
Jerry Seinfeld	Jerry Seinfeld
Levi	Levi
Bundok Helicon	Mount Helicon
Carrie Underwood	Carrie Underwood
Frederick Douglass	Frederick Douglass
Dragong Intsik	Chinese dragon
Pagkatao	Person
Kapuluang Spratly	Spratly Islands
Pagkakabuhol na quantum	Quantum entanglement
Lancelot	Lancelot
Theodore Bikel	Theodore Bikel
Binga	Nacre
Augur	Augur
Harana	Serenade
Marta Eggerth	Marta Eggerth
Defense of the Ancients	Defense of the Ancients
RRNA	Ribosomal RNA
Madikit na plaster	Adhesive bandage
S/2003 J 19	S/2003 J 19
Xunzi	Xunzi
Can Tho	Cần Thơ
S/2003 J 16	S/2003 J 16
Expansion card	Expansion card
Fruits Basket	Fruits Basket
Motel	Motel
Steve Carell	Steve Carell
Lapu-Lapu	Lapu-Lapu
Pluwidodinamika	Fluid dynamics
Pambansang Libingan ng Arlington	Arlington National Cemetery
Ngo Bao Chau	Ngô Bảo Châu
Nevi’im	Nevi'im
Altopascio	Altopascio
Kislev	Kislev
Bagni di Lucca	Bagni di Lucca
Kutsarita	Teaspoon
Samurai X	Rurouni Kenshin
Sharazad	Scheherazade
Barga	Barga
Borgo a Mozzano	Borgo a Mozzano
Roy Scheider	Roy Scheider
Mangkokokak	Sciaenidae
Stoma	Stoma
Kongresong Nepali	Nepali Congress
S/2003 J 15	S/2003 J 15
Kapalaran	Destiny
Favignana	Favignana
Lalawigan ng Namibe	Namibe Province
Lalawigan ng Cuanza Norte	Cuanza Norte Province
Cúcuta	Cúcuta
Camaiore	Camaiore
Camporgiano	Camporgiano
Palarong Paralimpiko sa Tag-init 2008	2008 Summer Paralympics
Samuel Barber	Samuel Barber
Capannori	Capannori
Careggine	Careggine
Castelnuovo di Garfagnana	Castelnuovo di Garfagnana
Kris Allen	Kris Allen
Sean Kingston	Sean Kingston
`Abdul-Bahá	`Abdu'l-Bahá
Castiglione di Garfagnana	Castiglione di Garfagnana
Lalawigan ng Uíge	Uíge Province
Coreglia Antelminelli	Coreglia Antelminelli
Lalawigan ng Cunene	Cunene Province
United Nations Convention on the Law of the Sea	United Nations Convention on the Law of the Sea
Lalawigan ng Cuanza Sul	Cuanza Sul Province
Fabbriche di Vallico	Fabbriche di Vallico
Jane Russell	Jane Russell
Unification Church	Unification Church
United States Agency for International Development	United States Agency for International Development
Orakulo	Oracle
Forte dei Marmi	Forte dei Marmi
Pete Postlethwaite	Pete Postlethwaite
Tammuz (buwang Hebreo)	Tammuz (Hebrew month)
Kenny Rogers	Kenny Rogers
Elul	Elul
Konsehong pangkooperasyon para sa mga golpong estadong arabo	Cooperation Council for the Arab States of the Gulf
Tevet	Tevet
Mga Madilim na Panahon	Dark Ages (historiography)
Sky News	Sky News
Ota, Tokyo	Ōta, Tokyo
Jimmie Johnson	Jimmie Johnson
The Suite Life of Zack & Cody	The Suite Life of Zack & Cody
Camp Rock	Camp Rock
Fosciandora	Fosciandora
Transpormasyong Lorentz	Lorentz transformation
Capadocia	Cappadocia
Gallicano	Gallicano
Luwalhati sa Ama	Gloria Patri
Giuncugnano	Giuncugnano
Estadong pulis	Police state
Aum Shinrikyo	Aum Shinrikyo
Teoriya ng kategorya	Category theory
Sin (mitolohiya)	Sin (mythology)
Massarosa	Massarosa
Minucciano	Minucciano
Molazzana	Molazzana
Dianne Wiest	Dianne Wiest
Pagsusuri	Analysis
Montecarlo, Italy	Montecarlo, Tuscany
Euric	Euric
Volta	Volta
Shevat	Shevat
Chester W. Nimitz	Chester W. Nimitz
Mudanjiang	Mudanjiang
Pescaglia	Pescaglia
Pagdapa (laro)	Planking (fad)
Lipisano	Lipizzan
American Dragon: Jake Long	American Dragon: Jake Long
Phineas and Ferb	Phineas and Ferb
Tai'an	Tai'an
Weifang	Weifang
ESPN	ESPN
Tishre	Tishrei
Eksperimentong dalawang-hiwa	Double-slit experiment
Carole King	Carole King
Henry IV	Henry IV
Segor	Zoara
Josh Groban	Josh Groban
Si Bel at ang Dragon	Bel and the Dragon
AA	AA
SB	SB
Zodiac P.I.	Zodiac P.I.
Ram	Ram
Ali (paglilinaw)	Ali (disambiguation)
BB	BB
En	EN
Antonio Villaraigosa	Antonio Villaraigosa
Dali (haba)	Inch
Michael V. Gazzo	Michael V. Gazzo
ATR 42	ATR 42
Alanine	Alanine
BP	BP (disambiguation)
Jay Leno	Jay Leno
Oktubre 2012	October 2012
Sago	Sago
Lalawigan ng Huambo	Huambo Province
L'Arc-en-Ciel	L'Arc-en-Ciel
Piazza al Serchio	Piazza al Serchio
Rahula	Rāhula
Adrastea	Adrastea
Estado ng Palestina	State of Palestine
Ehersisyong pangkatawan	Physical exercise
Lalawigan ng Malanje	Malanje Province
Zombie Loan	Zombie-Loan
Lactose intolerance	Lactose intolerance
Rick Astley	Rick Astley
UP	Up
Pawikan	Sea turtle
Pietrasanta	Pietrasanta
Nicholas Sparks	Nicholas Sparks
Pieve Fosciana	Pieve Fosciana
Melquisedec	Melchizedek
America Ferrera	America Ferrera
Bihud	Roe
Begging the question	Begging the question
Porcari	Porcari
Misyonaryo	Missionary
Primatolohiya	Primatology
Chiaroscuro	Chiaroscuro
Albert Finney	Albert Finney
Ecchi	Ecchi
Posisyong misyonero	Missionary position
Naucalpan	Naucalpan
Hinohara, Tokyo	Hinohara, Tokyo
New York Jets	New York Jets
Shaman King	Shaman King
René Laennec	René Laennec
San Romano in Garfagnana	San Romano in Garfagnana
Lalawigan ng Lunda Sul	Lunda Sul Province
Anghelika (yerba)	Angelica
Surah Al-Fatihah	Al-Fatiha
Surah Al-Baqarah	Al-Baqara
Surah Al-'Imran	Al Imran
Nokia 3310	Nokia 3310
Cortes Generales	Cortes Generales
Surah An-Nisa'	An-Nisa
Surah Al-Ma'idah	Al-Ma'ida
Surah Al-An'am	Al-An'am
Magnetikong monopolo	Magnetic monopole
Surah Al-A’raf	Al-A'raf
Surah Al-Anfal	Al-Anfal
Samar (pulo)	Samar
Surah At-Taubah	At-Tawba
Surah Yunus	Yunus (sura)
ATR 72	ATR 72
Surah Hud	Hud (sura)
Haring Scorpion	King Scorpion
Surah Yusuf	Yusuf (sura)
Zona pellucida	Zona pellucida
Pambansang koponan ng futbol ng Pilipinas	Philippines national football team
Surah Ar-Ra’d	Ar-Ra'd
Zone	Zone
Emma Bunton	Emma Bunton
Mga misteryong Mitraiko	Mithraic mysteries
Surah Ibrahim	Ibrahim (sura)
Qahedjet	Qahedjet
Surah Al-Hijr	Al-Hijr
Rhea Silvia	Rhea Silvia
Rumiko Takahashi	Rumiko Takahashi
Zonguldak Province	Zonguldak Province
Weekly Shōnen Jump	Weekly Shōnen Jump
Anaïs Nin	Anaïs Nin
Pulot-gata	Honeymoon
Abdul Rahman Al Ghafiqi	Abdul Rahman Al Ghafiqi
Huni	Huni
Sanakht	Sanakht
Shepseskaf	Shepseskaf
Sekhemkhet	Sekhemkhet
Ikatlong Dinastiya ng Ehipto	Third Dynasty of Egypt
Bikheris	Bikheris
Khaba	Khaba
Florence	Florence (disambiguation)
Kuching	Kuching
Taliptip	Barnacle
Zora Neale Hurston	Zora Neale Hurston
Surah An-Nahl	An-Nahl
Anime News Network	Anime News Network
Queue (agham pangkompyuter)	Queue (abstract data type)
Habeas corpus	Habeas corpus
Sitosol	Cytosol
Heruli	Heruli
Pagbubuno sa Palarong Olimpiko sa Tag-init 2008	Wrestling at the 2008 Summer Olympics
Artipakto	Artifact (archaeology)
Kromosomang 17 (tao)	Chromosome 17 (human)
Surah Al-Isra'	Al-Isra
Ron Perlman	Ron Perlman
Surah Al-Kahf	Al-Kahf
Surah Maryam	Maryam (sura)
Surah Ta Ha	Ta-Ha
2901 Bagehot	2901 Bagehot
Surah Al-Anbiya'	Al-Anbiya
Age of Empires	Age of Empires (video game)
Surah Al-Hajj	Al-Hajj
Surah Al-Mu’minun	Al-Mu'minoon
521 BC	521 BC
Surah An-Nur	An-Nur
Esau	Esau
Panglagalag ng Misyong Panggagalugad sa Marte	Mars Exploration Rover
Selection sort	Selection sort
2757 Crisser	2757 Crisser
Ray Romano	Ray Romano
2386 Nikonov	2386 Nikonov
Aklat ni Enoch	Book of Enoch
Orihinal na bidyo ng animasyon	Original video animation
Laura Dern	Laura Dern
538 BC	538 BC
Tú y Yo	Tú y Yo (Thalía song)
Boksing sa Palarong Olimpiko sa Tag-init 2008	Boxing at the 2008 Summer Olympics
Polong pantubig sa Palarong Olimpiko sa Tag-init 2008	Water polo at the 2008 Summer Olympics
Alangilan	Cananga odorata
Tapas	Tapas
Tristan da Cunha	Tristan da Cunha
Surah Al-Furqan	Al-Furqan
Jack-o'-lantern	Jack-o'-lantern
Ripabottoni	Ripabottoni
Surah Asy-Syu'ara'	Ash-Shu'ara
Surah An-Naml	An-Naml
Surah Al-Qasas	Al-Qasas
Jackie Robinson	Jackie Robinson
Xalapa	Xalapa
Sandra Echeverría	Sandra Echeverría
Surah Al-'Ankabut	Al-Ankabut
28 Days Later	28 Days Later
Surah Ar-Rum	Ar-Rum
28 Weeks Later	28 Weeks Later
Agnone	Agnone
Kampuhang-Haki sa Palarong Olimpiko sa Tag-init 2008	Field hockey at the 2008 Summer Olympics
Talaan ng mga disiplinang pang-akademiya	Outline of academic disciplines
Seravezza	Seravezza
2338 Bokhan	2338 Bokhan
Gaara	Gaara
2736 Ops	2736 Ops
Theodora (paglilinaw)	Theodora (given name)
Kulasisi	Philippine hanging parrot
Kalang Bunsen	Bunsen burner
Stazzema	Stazzema
Anggun	Anggun
Vagli Sotto	Vagli Sotto
Spirochaete	Spirochaete
Vergemoli	Vergemoli
Batman Forever	Batman Forever
Chobits	Chobits
Viareggio	Viareggio
Villa Basilica	Villa Basilica
Lalawigan ng Mostaganem	Mostaganem Province
Gilbert Gottfried	Gilbert Gottfried
San Juan Nepomuceno	John of Nepomuk
Abzu	Abzu
Villa Collemandina	Villa Collemandina
657 BC	657 BC
Impeksiyon sa daanan ng ihi	Urinary tract infection
Tratado ng Pirineos	Treaty of the Pyrenees
Mitochondrial Eve	Mitochondrial Eve
Kisame	Ceiling
823 Sisigambis	823 Sisigambis
2557 Putnam	2557 Putnam
Ghosts of Girlfriends Past	Ghosts of Girlfriends Past
Iskalang Kinsey	Kinsey scale
Zād	Ḍād
Patakarang parlamentaryo	Parliamentary procedure
Asus Eee PC	Asus Eee PC
Tanggunggong	Piggy bank
Kathleen Turner	Kathleen Turner
Zā	Ẓāʾ
Hyracotherium	Hyracotherium
2143 Jimarnold	2143 Jimarnold
Papa Esteban VIII	Pope Stephen VIII
Pagganap (sining)	Acting
2PM	2PM
Gheyn	Ghayn
Benigno Aquino, Jr.	Benigno Aquino, Jr.
Eartha Kitt	Eartha Kitt
Matsukawa, Nagano (bayan)	Matsukawa, Nagano (Shimoina)
Antipapa Novatian	Novatian
Antiochus II Theos	Antiochus II Theos
Gallus (biyolohiya)	Junglefowl
Aklatang Nag Hammadi	Nag Hammadi library
Sean Hayes	Sean Hayes (actor)
Pamantasan ng Silangan	University of the East
Pagong (Testudines)	Turtle
Kawalan ng estado	Statelessness
Ian Holm	Ian Holm
Peritonitis	Peritonitis
John C. Reilly	John C. Reilly
Stanley Tucci	Stanley Tucci
Hellsing (manga)	Hellsing
Litid ni Aquiles	Achilles tendon
Mapag-ipong anarkismo	Collectivist anarchism
Fauno (anito)	Faun
Laura Linney	Laura Linney
Tungkod ni Asklepios	Rod of Asclepius
Final Fantasy X	Final Fantasy X
Manuel Roxas	Manuel Roxas
Kure, Hiroshima	Kure, Hiroshima
Tsiryu, Aitsi	Chiryū, Aichi
Pamamana sa Palarong Olimpiko sa Tag-init 2008	Archery at the 2008 Summer Olympics
Curfew	Curfew
Elastisidad (ekonomika)	Elasticity (economics)
Pakikipag-ugnayan sa ibang tao	Interpersonal relationship
Kahulugan ng buhay	Meaning of life
Surah Luqman	Luqman (sura)
Judo sa Palarong Olimpiko sa Tag-init 2008	Judo at the 2008 Summer Olympics
Alexander Selkirk	Alexander Selkirk
Taumbakal (paglilinaw)	Iron Man (disambiguation)
Samba	Samba (disambiguation)
Nokia N95	Nokia N95
Naturalismo	Naturalism
Homograpo	Homograph
Westminster	Westminster (disambiguation)
Paul Scofield	Paul Scofield
Donna Reed	Donna Reed
Absorpsiyon	Absorption
Giovanni Ribisi	Giovanni Ribisi
AAA	AAA
Gladiator	Gladiator (disambiguation)
Swing	Swing
Kumunoy	Quicksand
Boa (paglilinaw)	Boa
Sargon	Sargon
Lucas (paglilinaw)	Lucas
Diamond	Diamond (disambiguation)
Elle MacPherson	Elle Macpherson
El	El
Salamangka	Magic
Chameleon	Chameleon (disambiguation)
Fox	Fox (disambiguation)
Manga (paglilinaw)	Manga (disambiguation)
Lima (paglilinaw)	Lima (disambiguation)
Daniel	Daniel (disambiguation)
Square	Square (disambiguation)
William H. Macy	William H. Macy
30 Seconds to Mars (album)	30 Seconds to Mars (album)
13 Going on 30	13 Going on 30
Venice	Venice (disambiguation)
Baba (paglilinaw)	Baba
Mana	Mana (disambiguation)
Hurricane	Hurricane (disambiguation)
Sin	Sin (disambiguation)
Kapsula	Capsule
Libra	Libra
Kategorya	Category
Concord	Concord
CC	CC
EU	EU (disambiguation)
Ho	Ho
Wolf	Wolf (disambiguation)
CAR	Car (disambiguation)
Tony Goldwyn	Tony Goldwyn
Romansa	Romance
Lampedusa e Linosa	Lampedusa e Linosa
Bleach (paglilinaw)	Bleach (disambiguation)
Meiji	Meiji
Babylon	Babylon (disambiguation)
Lynch	Lynch
Frankfort	Frankfort
Bison (paglilinaw)	Bison (disambiguation)
Rain	Rain (disambiguation)
Yoko Kanno	Yoko Kanno
Belvedere	Belvedere
Toro	Toro
Sakura	Sakura (disambiguation)
Firefox	Firefox (disambiguation)
Hero (paglilinaw)	Hero (disambiguation)
Richelieu	Richelieu
Inferno	Inferno
Cygnus	Cygnus
Balat (paglilinaw)	Skin (disambiguation)
Kola (paglilinaw)	Kola
Magdalena	Magdalena
San Luis (paglilinaw)	San Luis
Luna (paglilinaw)	Luna
Punch	Punch
Susannah York	Susannah York
Dakilang Paghahati	Schism (disambiguation)
Armagedon (paglilinaw)	Armageddon (disambiguation)
Glandula (paglilinaw)	Gland (disambiguation)
Para	Para
Mouse	Mouse (disambiguation)
Arkidiyosesis ng Cagayan de Oro	Roman Catholic Archdiocese of Cagayan de Oro
2023 Asaph	2023 Asaph
Artemis (paglilinaw)	Artemis (disambiguation)
Cuba (paglilinaw)	Cuba (disambiguation)
CCC (paglilinaw)	CCC
Yao	Yao
Bolt (paglilinaw)	Bolt
Sonda (paglilinaw)	Sonda
BIOS	BIOS
Malay (paglilinaw)	Malay
Betel	Bethel (disambiguation)
Pula (paglilinaw)	Pula (disambiguation)
Indian (paglilinaw)	Indian
Bono	Bono (disambiguation)
On	On
Radius (paglilinaw)	Radius (disambiguation)
Pala	Pala
Tama	Tama
Fuchū	Fuchū
AIM	AIM
Dacia	Dacia (disambiguation)
Abduksiyon	Abduction
351 BC	351 BC
352 BC	352 BC
Porto	Porto (disambiguation)
353 BC	353 BC
Isis	Isis (disambiguation)
Rebecca (paglilinaw)	Rebecca (disambiguation)
Indiyana (paglilinaw)	Indiana (disambiguation)
Akademya	Academy (disambiguation)
Krus (paglilinaw)	Cross (disambiguation)
Pelikulang tahimik	Silent film
Gun	Gun (disambiguation)
RP	Rp
Zorro (komiks)	Zorro
Noh	Noh
Zosterophyllophyta	Zosterophyllopsida
Dafne	Dafne (disambiguation)
Ararat	Ararat
Chad (paglilinaw)	Chad (disambiguation)
Sari (paglilinaw)	Sari (disambiguation)
Duwende	Dwarf
Heaven	Heaven (disambiguation)
Domino	Domino (disambiguation)
Zu Chongzhi	Zu Chongzhi
368 BC	368 BC
369 BC	369 BC
Firebird	Firebird
Papa Gregorio XII	Pope Gregory XII
Papa Inocencio VII	Pope Innocent VII
Papa Martin IV	Pope Martin IV
Papa Marino I	Pope Marinus I
Papa Víctor III	Pope Victor III
Papa Honorio IV	Pope Honorius IV
371 BC	371 BC
UN	UN (disambiguation)
372 BC	372 BC
Sala (paglilinaw)	Sala
Roma (paglilinaw)	Roma
Kaka	Kaka
Griyego	Greek
373 BC	373 BC
374 BC	374 BC
375 BC	375 BC
Animal (paglilinaw)	Animal (disambiguation)
377 BC	377 BC
Papa Juan IX	Pope John IX
Papa Juan XVII	Pope John XVII
Papa Leo VIII	Pope Leo VIII
Papa Pascual II	Pope Paschal II
Papa Sergio IV	Pope Sergius IV
Papa Juan XIV	Pope John XIV
Papa Juan X	Pope John X
Papa Juan XIX	Pope John XIX
Papa Gregorio VI	Pope Gregory VI
Kaong	Arenga pinnata
378 BC	378 BC
Gabi (gulay)	Colocasia esculenta
Naples	Naples (disambiguation)
379 BC	379 BC
John Smith	John Smith (explorer)
Blackjack	Blackjack
Zuclo	Zuclo
381 BC	381 BC
Papa Leo IV	Pope Leo IV
Random number generation	Random number generation
383 BC	383 BC
Pagtatambalan	Mating
Kali Yuga	Kali Yuga
386 BC	386 BC
Mayumi Iizuka	Mayumi Iizuka
Evonne Goolagong	Evonne Goolagong Cawley
388 BC	388 BC
Saoirse Ronan	Saoirse Ronan
Anouk Aimée	Anouk Aimée
Melina Mercouri	Melina Mercouri
Suzanne Collins	Suzanne Collins
Papa Sergio II	Pope Sergius II
Papa Juan XV	Pope John XV
Geraldine Page	Geraldine Page
Kelly Kelly	Kelly Kelly
Cynthia Nixon	Cynthia Nixon
Lea Michele	Lea Michele
Debra Messing	Debra Messing
Julie Walters	Julie Walters
Jada Pinkett Smith	Jada Pinkett Smith
Lankaran	Lankaran
Robin	Robin
Honey	Honey (disambiguation)
Bishop	Bishop (disambiguation)
Carson	Carson
Bomba (paglilinaw)	Bomba
Apaxco	Apaxco
Uno	Uno
Faith	Faith (disambiguation)
